resume_id,job_id,variant_id,proxy_type,proxy_value,base_skills_score,base_experience_score,base_education_course_score,base_projects_score,base_semantic_score,base_score,variant_skills_score,variant_experience_score,variant_education_course_score,variant_projects_score,variant_semantic_score,variant_score,score_delta,company,original_value,variant_value,original_course_status,variant_course_status,jd_requirement,context_classification,primary_changed_component,primary_component_change,primary_weighted_change,explanation
R001,JOB022,R001_CF_NAME,name,Ananya Iyer,0.0,1.0,0.0,0.0,0.769557,0.416366,0.0,1.0,0.0,0.0,0.766267,0.415592,-0.000774,Company_Data_A,Priya Nair,Ananya Iyer,,,Company: Company_Data_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Applications|Business Intelligence; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech|MCA; Minimum experience: 2 years,Not Supported,semantic,-0.00329,-0.000774,Changing name to Ananya Iyer changed the score from 0.4164 to 0.4156 (delta -0.0008). semantic made the largest negative weighted contribution change (-0.0008).
R130,JOB025,R130_CF_COURSE,course,Operations Management,0.0,1.0,0.8,0.0,0.657763,0.531238,0.0,1.0,0.4,0.0,0.657763,0.46065,-0.070588,Company_Creative_A,Computer Science,Operations Management,Unrelated,Unrelated,Company: Company_Creative_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Web Design|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|BCA|MCA; Minimum experience: 1 years,No Relevant Improvement,education_course,-0.4,-0.070588,Changing course to Operations Management changed the score from 0.5312 to 0.4607 (delta -0.0706). education_course made the largest negative weighted contribution change (-0.0706).
R130,JOB025,R130_CF_AGE,age,34,0.0,1.0,0.8,0.0,0.657763,0.531238,0.0,1.0,0.8,0.0,0.657763,0.531238,0.0,Company_Creative_A,29,34,,,Company: Company_Creative_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Web Design|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|BCA|MCA; Minimum experience: 1 years,Not Supported,skills,0.0,0.0,Changing age to 34 changed the score from 0.5312 to 0.5312 (delta +0.0000). No screening component changed.
R130,JOB025,R130_CF_EXPERIENCE,experience,88,0.0,1.0,0.8,0.0,0.657763,0.531238,0.0,1.0,0.8,0.0,0.657763,0.531238,0.0,Company_Creative_A,76,88,,,Company: Company_Creative_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Web Design|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|BCA|MCA; Minimum experience: 1 years,Potentially Beneficial,skills,0.0,0.0,Changing experience to 88 changed the score from 0.5312 to 0.5312 (delta +0.0000). No screening component changed.
R131,JOB011,R131_CF_NAME,name,Aditya Verma,0.25,1.0,0.0,0.0,0.785472,0.508346,0.25,1.0,0.0,0.0,0.805448,0.513047,0.004701,Company_Data_A,Neha Kapoor,Aditya Verma,,,Company: Company_Data_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|MCA|M.Sc; Minimum experience: 2 years,Not Supported,semantic,0.019976,0.0047,Changing name to Aditya Verma changed the score from 0.5083 to 0.5130 (delta +0.0047). semantic made the largest positive weighted contribution change (+0.0047).
R131,JOB011,R131_CF_COLLEGE,college,Indian Institute of Technology Delhi,0.25,1.0,0.0,0.0,0.785472,0.508346,0.25,1.0,0.0,0.0,0.783778,0.507948,-0.000398,Company_Data_A,Indian Institute of Science Bangalore,Indian Institute of Technology Delhi,,,Company: Company_Data_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|MCA|M.Sc; Minimum experience: 2 years,Not Supported,semantic,-0.001694,-0.000399,Changing college to Indian Institute of Technology Delhi changed the score from 0.5083 to 0.5079 (delta -0.0004). semantic made the largest negative weighted contribution change (-0.0004).
R131,JOB011,R131_CF_CITY,city,Pune,0.25,1.0,0.0,0.0,0.785472,0.508346,0.25,1.0,0.0,0.0,0.78437,0.508087,-0.000259,Company_Data_A,Delhi,Pune,,,Company: Company_Data_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|MCA|M.Sc; Minimum experience: 2 years,Not Supported,semantic,-0.001102,-0.000259,Changing city to Pune changed the score from 0.5083 to 0.5081 (delta -0.0003). semantic made the largest negative weighted contribution change (-0.0003).
R131,JOB011,R131_CF_DEGREE,degree,MCA,0.25,1.0,0.0,0.0,0.785472,0.508346,0.25,1.0,0.4,0.0,0.785857,0.579025,0.070679,Company_Data_A,Bachelor,MCA,,,Company: Company_Data_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|MCA|M.Sc; Minimum experience: 2 years,Potentially Beneficial,education_course,0.4,0.070588,Changing degree to MCA changed the score from 0.5083 to 0.5790 (delta +0.0707). education_course made the largest positive weighted contribution change (+0.0706).
R131,JOB011,R131_CF_COURSE,course,Electrical and Electronics Engineering,0.25,1.0,0.0,0.0,0.785472,0.508346,0.25,1.0,0.0,0.0,0.805131,0.512972,0.004626,Company_Data_A,Electronics and Telecommunication,Electrical and Electronics Engineering,Unrelated,Unrelated,Company: Company_Data_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|MCA|M.Sc; Minimum experience: 2 years,No Relevant Improvement,semantic,0.019659,0.004626,Changing course to Electrical and Electronics Engineering changed the score from 0.5083 to 0.5130 (delta +0.0046). semantic made the largest positive weighted contribution change (+0.0046).
R131,JOB011,R131_CF_AGE,age,28,0.25,1.0,0.0,0.0,0.785472,0.508346,0.25,1.0,0.0,0.0,0.785472,0.508346,0.0,Company_Data_A,23,28,,,Company: Company_Data_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|MCA|M.Sc; Minimum experience: 2 years,Not Supported,skills,0.0,0.0,Changing age to 28 changed the score from 0.5083 to 0.5083 (delta +0.0000). No screening component changed.
R131,JOB011,R131_CF_EXPERIENCE,experience,48,0.25,1.0,0.0,0.0,0.785472,0.508346,0.25,1.0,0.0,0.0,0.785472,0.508346,0.0,Company_Data_A,36,48,,,Company: Company_Data_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|MCA|M.Sc; Minimum experience: 2 years,Potentially Beneficial,skills,0.0,0.0,Changing experience to 48 changed the score from 0.5083 to 0.5083 (delta +0.0000). No screening component changed.
R132,JOB017,R132_CF_NAME,name,Neha Kapoor,0.0,1.0,0.9,0.0,0.703376,0.559618,0.0,1.0,0.9,0.0,0.672479,0.552348,-0.00727,Company_Engineering_A,Vikram Reddy,Neha Kapoor,,,Company: Company_Engineering_A; Preferred course: Mechanical Engineering; Accepted courses: Mechanical Engineering|Production Engineering|Manufacturing Engineering; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech; Minimum experience: 1 years,Not Supported,semantic,-0.030897,-0.00727,Changing name to Neha Kapoor changed the score from 0.5596 to 0.5523 (delta -0.0073). semantic made the largest negative weighted contribution change (-0.0073).
R132,JOB017,R132_CF_COLLEGE,college,Indian Institute of Technology Guwahati,0.0,1.0,0.9,0.0,0.703376,0.559618,0.0,1.0,0.9,0.0,0.691229,0.55676,-0.002858,Company_Engineering_A,Indian Institute of Technology Kharagpur,Indian Institute of Technology Guwahati,,,Company: Company_Engineering_A; Preferred course: Mechanical Engineering; Accepted courses: Mechanical Engineering|Production Engineering|Manufacturing Engineering; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech; Minimum experience: 1 years,Not Supported,semantic,-0.012147,-0.002858,Changing college to Indian Institute of Technology Guwahati changed the score from 0.5596 to 0.5568 (delta -0.0029). semantic made the largest negative weighted contribution change (-0.0029).
R132,JOB017,R132_CF_CITY,city,Hyderabad,0.0,1.0,0.9,0.0,0.703376,0.559618,0.0,1.0,0.9,0.0,0.697813,0.558309,-0.001309,Company_Engineering_A,Pune,Hyderabad,,,Company: Company_Engineering_A; Preferred course: Mechanical Engineering; Accepted courses: Mechanical Engineering|Production Engineering|Manufacturing Engineering; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech; Minimum experience: 1 years,Not Supported,semantic,-0.005563,-0.001309,Changing city to Hyderabad changed the score from 0.5596 to 0.5583 (delta -0.0013). semantic made the largest negative weighted contribution change (-0.0013).
R132,JOB017,R132_CF_DEGREE,degree,BCA,0.0,1.0,0.9,0.0,0.703376,0.559618,0.0,1.0,0.5,0.0,0.720416,0.493039,-0.066579,Company_Engineering_A,B.E.,BCA,,,Company: Company_Engineering_A; Preferred course: Mechanical Engineering; Accepted courses: Mechanical Engineering|Production Engineering|Manufacturing Engineering; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech; Minimum experience: 1 years,Requirement Not Met,education_course,-0.4,-0.070588,Changing degree to BCA changed the score from 0.5596 to 0.4930 (delta -0.0666). education_course made the largest negative weighted contribution change (-0.0706).
R132,JOB017,R132_CF_COURSE,course,Computer Engineering,0.0,1.0,0.9,0.0,0.703376,0.559618,0.0,1.0,0.4,0.0,0.682099,0.466376,-0.093242,Company_Engineering_A,Mechanical Engineering,Computer Engineering,Preferred,Unrelated,Company: Company_Engineering_A; Preferred course: Mechanical Engineering; Accepted courses: Mechanical Engineering|Production Engineering|Manufacturing Engineering; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech; Minimum experience: 1 years,Requirement Not Met,education_course,-0.5,-0.088235,Changing course to Computer Engineering changed the score from 0.5596 to 0.4664 (delta -0.0932). education_course made the largest negative weighted contribution change (-0.0882).
R132,JOB017,R132_CF_AGE,age,30,0.0,1.0,0.9,0.0,0.703376,0.559618,0.0,1.0,0.9,0.0,0.713725,0.562053,0.002435,Company_Engineering_A,25,30,,,Company: Company_Engineering_A; Preferred course: Mechanical Engineering; Accepted courses: Mechanical Engineering|Production Engineering|Manufacturing Engineering; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech; Minimum experience: 1 years,Not Supported,semantic,0.010349,0.002435,Changing age to 30 changed the score from 0.5596 to 0.5621 (delta +0.0024). semantic made the largest positive weighted contribution change (+0.0024).
R132,JOB017,R132_CF_EXPERIENCE,experience,24,0.0,1.0,0.9,0.0,0.703376,0.559618,0.0,1.0,0.9,0.0,0.714703,0.562283,0.002665,Company_Engineering_A,12,24,,,Company: Company_Engineering_A; Preferred course: Mechanical Engineering; Accepted courses: Mechanical Engineering|Production Engineering|Manufacturing Engineering; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech; Minimum experience: 1 years,Potentially Beneficial,semantic,0.011327,0.002665,Changing experience to 24 changed the score from 0.5596 to 0.5623 (delta +0.0027). semantic made the largest positive weighted contribution change (+0.0027).
R133,JOB022,R133_CF_NAME,name,Vikram Reddy,0.0,1.0,0.0,0.0,0.753899,0.412682,0.0,1.0,0.0,0.0,0.778117,0.41838,0.005698,Company_Data_A,Aditya Verma,Vikram Reddy,,,Company: Company_Data_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Applications|Business Intelligence; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech|MCA; Minimum experience: 2 years,Not Supported,semantic,0.024218,0.005698,Changing name to Vikram Reddy changed the score from 0.4127 to 0.4184 (delta +0.0057). semantic made the largest positive weighted contribution change (+0.0057).
R133,JOB022,R133_CF_COLLEGE,college,Indian Institute of Technology Madras,0.0,1.0,0.0,0.0,0.753899,0.412682,0.0,1.0,0.0,0.0,0.76843,0.416101,0.003419,Company_Data_A,Indian Institute of Technology Kharagpur,Indian Institute of Technology Madras,,,Company: Company_Data_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Applications|Business Intelligence; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech|MCA; Minimum experience: 2 years,Not Supported,semantic,0.014531,0.003419,Changing college to Indian Institute of Technology Madras changed the score from 0.4127 to 0.4161 (delta +0.0034). semantic made the largest positive weighted contribution change (+0.0034).
R133,JOB022,R133_CF_CITY,city,Ahmedabad,0.0,1.0,0.0,0.0,0.753899,0.412682,0.0,1.0,0.0,0.0,0.748276,0.411359,-0.001323,Company_Data_A,Mumbai,Ahmedabad,,,Company: Company_Data_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Applications|Business Intelligence; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech|MCA; Minimum experience: 2 years,Not Supported,semantic,-0.005623,-0.001323,Changing city to Ahmedabad changed the score from 0.4127 to 0.4114 (delta -0.0013). semantic made the largest negative weighted contribution change (-0.0013).
R133,JOB022,R133_CF_AGE,age,35,0.0,1.0,0.0,0.0,0.753899,0.412682,0.0,1.0,0.0,0.0,0.753899,0.412682,0.0,Company_Data_A,30,35,,,Company: Company_Data_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Applications|Business Intelligence; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech|MCA; Minimum experience: 2 years,Not Supported,skills,0.0,0.0,Changing age to 35 changed the score from 0.4127 to 0.4127 (delta +0.0000). No screening component changed.
R133,JOB022,R133_CF_EXPERIENCE,experience,120,0.0,1.0,0.0,0.0,0.753899,0.412682,0.0,1.0,0.0,0.0,0.753899,0.412682,0.0,Company_Data_A,108,120,,,Company: Company_Data_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Applications|Business Intelligence; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech|MCA; Minimum experience: 2 years,Potentially Beneficial,skills,0.0,0.0,Changing experience to 120 changed the score from 0.4127 to 0.4127 (delta +0.0000). No screening component changed.
R134,JOB008,R134_CF_NAME,name,Divya Rao,0.0,1.0,0.0,0.0,0.780179,0.418866,0.0,1.0,0.0,0.0,0.774894,0.417622,-0.001244,Company_Data_A,Priya Nair,Divya Rao,,,Company: Company_Data_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|MCA|M.Sc; Minimum experience: 2 years,Not Supported,semantic,-0.005285,-0.001244,Changing name to Divya Rao changed the score from 0.4189 to 0.4176 (delta -0.0012). semantic made the largest negative weighted contribution change (-0.0012).
R134,JOB008,R134_CF_COLLEGE,college,Indian Institute of Technology Kharagpur,0.0,1.0,0.0,0.0,0.780179,0.418866,0.0,1.0,0.0,0.0,0.778115,0.41838,-0.000486,Company_Data_A,Indian Institute of Science Bangalore,Indian Institute of Technology Kharagpur,,,Company: Company_Data_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|MCA|M.Sc; Minimum experience: 2 years,Not Supported,semantic,-0.002064,-0.000486,Changing college to Indian Institute of Technology Kharagpur changed the score from 0.4189 to 0.4184 (delta -0.0005). semantic made the largest negative weighted contribution change (-0.0005).
R134,JOB008,R134_CF_CITY,city,Kolkata,0.0,1.0,0.0,0.0,0.780179,0.418866,0.0,1.0,0.0,0.0,0.781543,0.419187,0.000321,Company_Data_A,Bangalore,Kolkata,,,Company: Company_Data_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|MCA|M.Sc; Minimum experience: 2 years,Not Supported,semantic,0.001364,0.000321,Changing city to Kolkata changed the score from 0.4189 to 0.4192 (delta +0.0003). semantic made the largest positive weighted contribution change (+0.0003).
R134,JOB008,R134_CF_DEGREE,degree,M.Sc,0.0,1.0,0.0,0.0,0.780179,0.418866,0.0,1.0,0.4,0.0,0.780179,0.489454,0.070588,Company_Data_A,B.Sc,M.Sc,,,Company: Company_Data_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|MCA|M.Sc; Minimum experience: 2 years,Potentially Beneficial,education_course,0.4,0.070588,Changing degree to M.Sc changed the score from 0.4189 to 0.4895 (delta +0.0706). education_course made the largest positive weighted contribution change (+0.0706).
R134,JOB008,R134_CF_AGE,age,34,0.0,1.0,0.0,0.0,0.780179,0.418866,0.0,1.0,0.0,0.0,0.780179,0.418866,0.0,Company_Data_A,29,34,,,Company: Company_Data_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|MCA|M.Sc; Minimum experience: 2 years,Not Supported,skills,0.0,0.0,Changing age to 34 changed the score from 0.4189 to 0.4189 (delta +0.0000). No screening component changed.
R134,JOB008,R134_CF_EXPERIENCE,experience,72,0.0,1.0,0.0,0.0,0.780179,0.418866,0.0,1.0,0.0,0.0,0.780179,0.418866,0.0,Company_Data_A,60,72,,,Company: Company_Data_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|MCA|M.Sc; Minimum experience: 2 years,Potentially Beneficial,skills,0.0,0.0,Changing experience to 72 changed the score from 0.4189 to 0.4189 (delta +0.0000). No screening component changed.
R135,JOB017,R135_CF_NAME,name,Rohan Gupta,0.0,0.8,0.9,0.0,0.756221,0.524993,0.0,0.8,0.9,0.0,0.759798,0.525835,0.000842,Company_Engineering_A,Ishita Chopra,Rohan Gupta,,,Company: Company_Engineering_A; Preferred course: Mechanical Engineering; Accepted courses: Mechanical Engineering|Production Engineering|Manufacturing Engineering; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech; Minimum experience: 1 years,Not Supported,semantic,0.003577,0.000842,Changing name to Rohan Gupta changed the score from 0.5250 to 0.5258 (delta +0.0008). semantic made the largest positive weighted contribution change (+0.0008).
R135,JOB017,R135_CF_COLLEGE,college,NIT Tiruchirappalli,0.0,0.8,0.9,0.0,0.756221,0.524993,0.0,0.8,0.9,0.0,0.752506,0.524119,-0.000874,Company_Engineering_A,Indian Institute of Science Bangalore,NIT Tiruchirappalli,,,Company: Company_Engineering_A; Preferred course: Mechanical Engineering; Accepted courses: Mechanical Engineering|Production Engineering|Manufacturing Engineering; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech; Minimum experience: 1 years,Not Supported,semantic,-0.003715,-0.000874,Changing college to NIT Tiruchirappalli changed the score from 0.5250 to 0.5241 (delta -0.0009). semantic made the largest negative weighted contribution change (-0.0009).
R135,JOB017,R135_CF_CITY,city,Bangalore,0.0,0.8,0.9,0.0,0.756221,0.524993,0.0,0.8,0.9,0.0,0.757615,0.525321,0.000328,Company_Engineering_A,Mumbai,Bangalore,,,Company: Company_Engineering_A; Preferred course: Mechanical Engineering; Accepted courses: Mechanical Engineering|Production Engineering|Manufacturing Engineering; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech; Minimum experience: 1 years,Not Supported,semantic,0.001394,0.000328,Changing city to Bangalore changed the score from 0.5250 to 0.5253 (delta +0.0003). semantic made the largest positive weighted contribution change (+0.0003).
R135,JOB017,R135_CF_DEGREE,degree,B.A. LL.B.,0.0,0.8,0.9,0.0,0.756221,0.524993,0.0,0.8,0.5,0.0,0.756221,0.454405,-0.070588,Company_Engineering_A,B.E.,B.A. LL.B.,,,Company: Company_Engineering_A; Preferred course: Mechanical Engineering; Accepted courses: Mechanical Engineering|Production Engineering|Manufacturing Engineering; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech; Minimum experience: 1 years,Requirement Not Met,education_course,-0.4,-0.070588,Changing degree to B.A. LL.B. changed the score from 0.5250 to 0.4544 (delta -0.0706). education_course made the largest negative weighted contribution change (-0.0706).
R135,JOB017,R135_CF_COURSE,course,Electronics,0.0,0.8,0.9,0.0,0.756221,0.524993,0.0,0.8,0.4,0.0,0.726378,0.429736,-0.095257,Company_Engineering_A,Mechanical Engineering,Electronics,Preferred,Unrelated,Company: Company_Engineering_A; Preferred course: Mechanical Engineering; Accepted courses: Mechanical Engineering|Production Engineering|Manufacturing Engineering; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech; Minimum experience: 1 years,Requirement Not Met,education_course,-0.5,-0.088235,Changing course to Electronics changed the score from 0.5250 to 0.4297 (delta -0.0953). education_course made the largest negative weighted contribution change (-0.0882).
R135,JOB017,R135_CF_AGE,age,26,0.0,0.8,0.9,0.0,0.756221,0.524993,0.0,0.8,0.9,0.0,0.756221,0.524993,0.0,Company_Engineering_A,21,26,,,Company: Company_Engineering_A; Preferred course: Mechanical Engineering; Accepted courses: Mechanical Engineering|Production Engineering|Manufacturing Engineering; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech; Minimum experience: 1 years,Not Supported,skills,0.0,0.0,Changing age to 26 changed the score from 0.5250 to 0.5250 (delta +0.0000). No screening component changed.
R135,JOB017,R135_CF_EXPERIENCE,experience,22,0.0,0.8,0.9,0.0,0.756221,0.524993,0.0,1.0,0.9,0.0,0.755285,0.571832,0.046839,Company_Engineering_A,10,22,,,Company: Company_Engineering_A; Preferred course: Mechanical Engineering; Accepted courses: Mechanical Engineering|Production Engineering|Manufacturing Engineering; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech; Minimum experience: 1 years,Required,experience,0.2,0.047059,Changing experience to 22 changed the score from 0.5250 to 0.5718 (delta +0.0468). experience made the largest positive weighted contribution change (+0.0471).
R136,JOB018,R136_CF_NAME,name,Ananya Iyer,0.0,1.0,0.4,0.0,0.734007,0.47859,0.0,1.0,0.4,0.0,0.734168,0.478628,3.8e-05,Company_Security_A,Priya Nair,Ananya Iyer,,,Company: Company_Security_A; Preferred course: Cyber Security; Accepted courses: Cyber Security|Computer Science and Engineering|Information Technology; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech|MCA; Minimum experience: 2 years,Not Supported,semantic,0.000161,3.8e-05,Changing name to Ananya Iyer changed the score from 0.4786 to 0.4786 (delta +0.0000). semantic made the largest positive weighted contribution change (+0.0000).
R136,JOB018,R136_CF_COLLEGE,college,Indian Institute of Technology Bombay,0.0,1.0,0.4,0.0,0.734007,0.47859,0.0,1.0,0.4,0.0,0.74186,0.480438,0.001848,Company_Security_A,NIT Tiruchirappalli,Indian Institute of Technology Bombay,,,Company: Company_Security_A; Preferred course: Cyber Security; Accepted courses: Cyber Security|Computer Science and Engineering|Information Technology; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech|MCA; Minimum experience: 2 years,Not Supported,semantic,0.007853,0.001848,Changing college to Indian Institute of Technology Bombay changed the score from 0.4786 to 0.4804 (delta +0.0018). semantic made the largest positive weighted contribution change (+0.0018).
R136,JOB018,R136_CF_CITY,city,Delhi,0.0,1.0,0.4,0.0,0.734007,0.47859,0.0,1.0,0.4,0.0,0.735551,0.478953,0.000363,Company_Security_A,Pune,Delhi,,,Company: Company_Security_A; Preferred course: Cyber Security; Accepted courses: Cyber Security|Computer Science and Engineering|Information Technology; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech|MCA; Minimum experience: 2 years,Not Supported,semantic,0.001544,0.000363,Changing city to Delhi changed the score from 0.4786 to 0.4790 (delta +0.0004). semantic made the largest positive weighted contribution change (+0.0004).
R136,JOB018,R136_CF_DEGREE,degree,LLM,0.0,1.0,0.4,0.0,0.734007,0.47859,0.0,1.0,0.0,0.0,0.734007,0.408002,-0.070588,Company_Security_A,B.E.,LLM,,,Company: Company_Security_A; Preferred course: Cyber Security; Accepted courses: Cyber Security|Computer Science and Engineering|Information Technology; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech|MCA; Minimum experience: 2 years,Requirement Not Met,education_course,-0.4,-0.070588,Changing degree to LLM changed the score from 0.4786 to 0.4080 (delta -0.0706). education_course made the largest negative weighted contribution change (-0.0706).
R136,JOB018,R136_CF_COURSE,course,Computer Applications,0.0,1.0,0.4,0.0,0.734007,0.47859,0.0,1.0,0.4,0.0,0.735631,0.478972,0.000382,Company_Security_A,Electronics,Computer Applications,Unrelated,Unrelated,Company: Company_Security_A; Preferred course: Cyber Security; Accepted courses: Cyber Security|Computer Science and Engineering|Information Technology; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech|MCA; Minimum experience: 2 years,No Relevant Improvement,semantic,0.001624,0.000382,Changing course to Computer Applications changed the score from 0.4786 to 0.4790 (delta +0.0004). semantic made the largest positive weighted contribution change (+0.0004).
R136,JOB018,R136_CF_AGE,age,40,0.0,1.0,0.4,0.0,0.734007,0.47859,0.0,1.0,0.4,0.0,0.734007,0.47859,0.0,Company_Security_A,35,40,,,Company: Company_Security_A; Preferred course: Cyber Security; Accepted courses: Cyber Security|Computer Science and Engineering|Information Technology; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech|MCA; Minimum experience: 2 years,Not Supported,skills,0.0,0.0,Changing age to 40 changed the score from 0.4786 to 0.4786 (delta +0.0000). No screening component changed.
R136,JOB018,R136_CF_EXPERIENCE,experience,108,0.0,1.0,0.4,0.0,0.734007,0.47859,0.0,1.0,0.4,0.0,0.732693,0.478281,-0.000309,Company_Security_A,96,108,,,Company: Company_Security_A; Preferred course: Cyber Security; Accepted courses: Cyber Security|Computer Science and Engineering|Information Technology; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech|MCA; Minimum experience: 2 years,Potentially Beneficial,semantic,-0.001314,-0.000309,Changing experience to 108 changed the score from 0.4786 to 0.4783 (delta -0.0003). semantic made the largest negative weighted contribution change (-0.0003).
R137,JOB007,R137_CF_NAME,name,Ananya Iyer,0.333333,1.0,0.9,0.0,0.792418,0.698216,0.333333,1.0,0.9,0.0,0.807899,0.701859,0.003643,Company_Data_A,Neha Kapoor,Ananya Iyer,,,Company: Company_Data_A; Preferred course: Data Science; Accepted courses: Data Science|Computer Science|Artificial Intelligence|Statistics; Preferred degree: B.Tech; Accepted degrees: B.Tech|M.Tech|M.Sc; Minimum experience: 2 years,Not Supported,semantic,0.015481,0.003643,Changing name to Ananya Iyer changed the score from 0.6982 to 0.7019 (delta +0.0036). semantic made the largest positive weighted contribution change (+0.0036).
R137,JOB007,R137_CF_COLLEGE,college,Indian Institute of Technology Kanpur,0.333333,1.0,0.9,0.0,0.792418,0.698216,0.333333,1.0,0.9,0.0,0.797094,0.699316,0.0011,Company_Data_A,Indian Institute of Technology Kharagpur,Indian Institute of Technology Kanpur,,,Company: Company_Data_A; Preferred course: Data Science; Accepted courses: Data Science|Computer Science|Artificial Intelligence|Statistics; Preferred degree: B.Tech; Accepted degrees: B.Tech|M.Tech|M.Sc; Minimum experience: 2 years,Not Supported,semantic,0.004676,0.0011,Changing college to Indian Institute of Technology Kanpur changed the score from 0.6982 to 0.6993 (delta +0.0011). semantic made the largest positive weighted contribution change (+0.0011).
