resume_id,job_id,variant_id,proxy_type,proxy_value,base_score,variant_score,score_delta,abs_delta,direction,context_classification,magnitude_category,audit_signal,primary_changed_component,high_magnitude_direct_proxy,any_decision_flip,flip_direction,base_selected_0.55,variant_selected_0.55,decision_flip_0.55,base_selected_0.6,variant_selected_0.6,decision_flip_0.6,base_selected_0.65,variant_selected_0.65,decision_flip_0.65
R049,JOB018,R049_CF_COLLEGE,college,Indian Institute of Technology Delhi,0.409456,0.408366,-0.00109,0.00109,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R049,JOB018,R049_CF_CITY,city,Ahmedabad,0.409456,0.408405,-0.001051,0.001051,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R049,JOB018,R049_CF_AGE,age,37,0.409456,0.409456,0.0,0.0,No Change,Not Supported,Low,No Material Change,skills,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R050,JOB005,R050_CF_NAME,name,Neha Kapoor,0.487,0.488145,0.001145,0.001145,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R050,JOB005,R050_CF_COLLEGE,college,Indian Institute of Technology Delhi,0.487,0.487045,4.5e-05,4.5e-05,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R050,JOB005,R050_CF_CITY,city,Kolkata,0.487,0.487307,0.000307,0.000307,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R050,JOB005,R050_CF_AGE,age,29,0.487,0.487,0.0,0.0,No Change,Not Supported,Low,No Material Change,skills,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R051,JOB019,R051_CF_NAME,name,Karan Mehta,0.464762,0.467363,0.002601,0.002601,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R051,JOB019,R051_CF_COLLEGE,college,Indian Institute of Technology Madras,0.464762,0.465293,0.000531,0.000531,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R051,JOB019,R051_CF_CITY,city,Bangalore,0.464762,0.463963,-0.000799,0.000799,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R051,JOB019,R051_CF_AGE,age,50,0.464762,0.464762,0.0,0.0,No Change,Not Supported,Low,No Material Change,skills,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R052,JOB011,R052_CF_NAME,name,Vikram Reddy,0.578486,0.57578,-0.002706,0.002706,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R052,JOB011,R052_CF_COLLEGE,college,Indian Institute of Science Bangalore,0.578486,0.578564,7.8e-05,7.8e-05,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R052,JOB011,R052_CF_CITY,city,Mumbai,0.578486,0.578667,0.000181,0.000181,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R052,JOB011,R052_CF_AGE,age,31,0.578486,0.578486,0.0,0.0,No Change,Not Supported,Low,No Material Change,skills,False,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R053,JOB007,R053_CF_NAME,name,Vikram Reddy,0.503801,0.501335,-0.002466,0.002466,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R053,JOB007,R053_CF_COLLEGE,college,Indian Institute of Technology Kharagpur,0.503801,0.503691,-0.00011,0.00011,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R053,JOB007,R053_CF_CITY,city,Chennai,0.503801,0.5055,0.001699,0.001699,Score Increased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R053,JOB007,R053_CF_AGE,age,32,0.503801,0.503801,0.0,0.0,No Change,Not Supported,Low,No Material Change,skills,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R054,JOB021,R054_CF_NAME,name,Rohan Gupta,0.42376,0.42374,-2e-05,2e-05,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R054,JOB021,R054_CF_COLLEGE,college,NIT Tiruchirappalli,0.42376,0.421246,-0.002514,0.002514,Score Decreased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R054,JOB021,R054_CF_CITY,city,Chennai,0.42376,0.424792,0.001032,0.001032,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R054,JOB021,R054_CF_AGE,age,37,0.42376,0.424348,0.000588,0.000588,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R055,JOB019,R055_CF_NAME,name,Priya Nair,0.393524,0.391313,-0.002211,0.002211,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R055,JOB019,R055_CF_COLLEGE,college,Indian Institute of Technology Bombay,0.393524,0.392588,-0.000936,0.000936,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R055,JOB019,R055_CF_CITY,city,Hyderabad,0.393524,0.394188,0.000664,0.000664,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R055,JOB019,R055_CF_AGE,age,51,0.393524,0.392995,-0.000529,0.000529,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R056,JOB016,R056_CF_NAME,name,Ananya Iyer,0.487212,0.488605,0.001393,0.001393,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R056,JOB016,R056_CF_COLLEGE,college,Indian Institute of Technology Kanpur,0.487212,0.486458,-0.000754,0.000754,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R056,JOB016,R056_CF_CITY,city,Ahmedabad,0.487212,0.480328,-0.006884,0.006884,Score Decreased,Not Supported,Very High,Potentially Unsupported Proxy — Very High,semantic,True,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R056,JOB016,R056_CF_AGE,age,34,0.487212,0.491443,0.004231,0.004231,Score Increased,Not Supported,High,Potentially Unsupported Proxy — High,semantic,True,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R057,JOB018,R057_CF_NAME,name,Ishita Chopra,0.402871,0.405446,0.002575,0.002575,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R057,JOB018,R057_CF_COLLEGE,college,Indian Institute of Technology Roorkee,0.402871,0.404511,0.00164,0.00164,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R057,JOB018,R057_CF_CITY,city,Kolkata,0.402871,0.405082,0.002211,0.002211,Score Increased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R057,JOB018,R057_CF_AGE,age,34,0.402871,0.402871,0.0,0.0,No Change,Not Supported,Low,No Material Change,skills,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R058,JOB003,R058_CF_NAME,name,Aditya Verma,0.556431,0.553263,-0.003168,0.003168,Score Decreased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R058,JOB003,R058_CF_COLLEGE,college,Indian Institute of Technology Delhi,0.556431,0.559902,0.003471,0.003471,Score Increased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R058,JOB003,R058_CF_CITY,city,Bangalore,0.556431,0.557865,0.001434,0.001434,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R058,JOB003,R058_CF_AGE,age,37,0.556431,0.56065,0.004219,0.004219,Score Increased,Not Supported,High,Potentially Unsupported Proxy — High,semantic,True,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R059,JOB011,R059_CF_NAME,name,Neha Kapoor,0.511329,0.511405,7.6e-05,7.6e-05,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R059,JOB011,R059_CF_COLLEGE,college,Indian Institute of Technology Delhi,0.511329,0.507655,-0.003674,0.003674,Score Decreased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R059,JOB011,R059_CF_CITY,city,Delhi,0.511329,0.511023,-0.000306,0.000306,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R059,JOB011,R059_CF_AGE,age,32,0.511329,0.511382,5.3e-05,5.3e-05,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R060,JOB003,R060_CF_NAME,name,Karan Mehta,0.422215,0.421671,-0.000544,0.000544,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R060,JOB003,R060_CF_COLLEGE,college,Indian Institute of Technology Madras,0.422215,0.420217,-0.001998,0.001998,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R060,JOB003,R060_CF_CITY,city,Mumbai,0.422215,0.422555,0.00034,0.00034,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R060,JOB003,R060_CF_AGE,age,30,0.422215,0.422215,0.0,0.0,No Change,Not Supported,Low,No Material Change,skills,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R061,JOB011,R061_CF_NAME,name,Vikram Reddy,0.557598,0.557832,0.000234,0.000234,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R061,JOB011,R061_CF_COLLEGE,college,Indian Institute of Science Bangalore,0.557598,0.557255,-0.000343,0.000343,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R061,JOB011,R061_CF_CITY,city,Pune,0.557598,0.557723,0.000125,0.000125,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R061,JOB011,R061_CF_AGE,age,35,0.557598,0.557598,0.0,0.0,No Change,Not Supported,Low,No Material Change,skills,False,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R062,JOB003,R062_CF_NAME,name,Divya Rao,0.487348,0.487378,3e-05,3e-05,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R062,JOB003,R062_CF_COLLEGE,college,Indian Institute of Technology Kharagpur,0.487348,0.485913,-0.001435,0.001435,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R062,JOB003,R062_CF_CITY,city,Hyderabad,0.487348,0.487247,-0.000101,0.000101,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R062,JOB003,R062_CF_AGE,age,40,0.487348,0.487348,0.0,0.0,No Change,Not Supported,Low,No Material Change,skills,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R063,JOB002,R063_CF_NAME,name,Rohan Gupta,0.390427,0.391694,0.001267,0.001267,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R063,JOB002,R063_CF_COLLEGE,college,NIT Tiruchirappalli,0.390427,0.393222,0.002795,0.002795,Score Increased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R063,JOB002,R063_CF_CITY,city,Ahmedabad,0.390427,0.390109,-0.000318,0.000318,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R063,JOB002,R063_CF_AGE,age,34,0.390427,0.390427,0.0,0.0,No Change,Not Supported,Low,No Material Change,skills,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R064,JOB013,R064_CF_NAME,name,Ananya Iyer,0.523357,0.521567,-0.00179,0.00179,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R064,JOB013,R064_CF_COLLEGE,college,Indian Institute of Technology Bombay,0.523357,0.52354,0.000183,0.000183,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R064,JOB013,R064_CF_CITY,city,Kolkata,0.523357,0.519999,-0.003358,0.003358,Score Decreased,Not Supported,High,Potentially Unsupported Proxy — High,semantic,True,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R064,JOB013,R064_CF_AGE,age,29,0.523357,0.523197,-0.00016,0.00016,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R065,JOB025,R065_CF_NAME,name,Ananya Iyer,0.546362,0.544971,-0.001391,0.001391,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R065,JOB025,R065_CF_COLLEGE,college,Indian Institute of Technology Kanpur,0.546362,0.547357,0.000995,0.000995,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R065,JOB025,R065_CF_CITY,city,Bangalore,0.546362,0.546873,0.000511,0.000511,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R065,JOB025,R065_CF_AGE,age,35,0.546362,0.54943,0.003068,0.003068,Score Increased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R066,JOB019,R066_CF_NAME,name,Ishita Chopra,0.463453,0.466524,0.003071,0.003071,Score Increased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R066,JOB019,R066_CF_COLLEGE,college,BITS Pilani,0.463453,0.466934,0.003481,0.003481,Score Increased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R066,JOB019,R066_CF_CITY,city,Delhi,0.463453,0.464131,0.000678,0.000678,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R066,JOB019,R066_CF_AGE,age,52,0.463453,0.463453,0.0,0.0,No Change,Not Supported,Low,No Material Change,skills,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R067,JOB017,R067_CF_NAME,name,Aditya Verma,0.506487,0.4992,-0.007287,0.007287,Score Decreased,Not Supported,Very High,Potentially Unsupported Proxy — Very High,semantic,True,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R067,JOB017,R067_CF_COLLEGE,college,Indian Institute of Technology Roorkee,0.506487,0.504873,-0.001614,0.001614,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R067,JOB017,R067_CF_CITY,city,Mumbai,0.506487,0.503102,-0.003385,0.003385,Score Decreased,Not Supported,High,Potentially Unsupported Proxy — High,semantic,True,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R067,JOB017,R067_CF_AGE,age,38,0.506487,0.507328,0.000841,0.000841,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R068,JOB004,R068_CF_NAME,name,Neha Kapoor,0.467175,0.466959,-0.000216,0.000216,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R068,JOB004,R068_CF_COLLEGE,college,Indian Institute of Technology Guwahati,0.467175,0.465317,-0.001858,0.001858,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R068,JOB004,R068_CF_CITY,city,Pune,0.467175,0.466189,-0.000986,0.000986,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R068,JOB004,R068_CF_AGE,age,35,0.467175,0.467175,0.0,0.0,No Change,Not Supported,Low,No Material Change,skills,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R069,JOB022,R069_CF_NAME,name,Neha Kapoor,0.509627,0.508739,-0.000888,0.000888,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R069,JOB022,R069_CF_COLLEGE,college,Indian Institute of Technology Guwahati,0.509627,0.509557,-7e-05,7e-05,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R069,JOB022,R069_CF_CITY,city,Hyderabad,0.509627,0.50984,0.000213,0.000213,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R069,JOB022,R069_CF_AGE,age,38,0.509627,0.509627,0.0,0.0,No Change,Not Supported,Low,No Material Change,skills,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R070,JOB018,R070_CF_NAME,name,Vikram Reddy,0.545282,0.544117,-0.001165,0.001165,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R070,JOB018,R070_CF_COLLEGE,college,Indian Institute of Science Bangalore,0.545282,0.541311,-0.003971,0.003971,Score Decreased,Not Supported,High,Potentially Unsupported Proxy — High,semantic,True,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R070,JOB018,R070_CF_CITY,city,Ahmedabad,0.545282,0.542557,-0.002725,0.002725,Score Decreased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R070,JOB018,R070_CF_AGE,age,37,0.545282,0.545282,0.0,0.0,No Change,Not Supported,Low,No Material Change,skills,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R071,JOB023,R071_CF_NAME,name,Divya Rao,0.42003,0.418835,-0.001195,0.001195,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R071,JOB023,R071_CF_COLLEGE,college,Indian Institute of Technology Kharagpur,0.42003,0.419193,-0.000837,0.000837,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R071,JOB023,R071_CF_CITY,city,Kolkata,0.42003,0.419592,-0.000438,0.000438,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R071,JOB023,R071_CF_AGE,age,36,0.42003,0.421764,0.001734,0.001734,Score Increased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R072,JOB021,R072_CF_NAME,name,Rohan Gupta,0.560181,0.566032,0.005851,0.005851,Score Increased,Not Supported,High,Potentially Unsupported Proxy — High,semantic,True,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R072,JOB021,R072_CF_COLLEGE,college,NIT Tiruchirappalli,0.560181,0.56025,6.9e-05,6.9e-05,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R072,JOB021,R072_CF_CITY,city,Bangalore,0.560181,0.562815,0.002634,0.002634,Score Increased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R072,JOB021,R072_CF_AGE,age,40,0.560181,0.566585,0.006404,0.006404,Score Increased,Not Supported,Very High,Potentially Unsupported Proxy — Very High,semantic,True,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R073,JOB014,R073_CF_NAME,name,Priya Nair,0.428557,0.429701,0.001144,0.001144,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R073,JOB014,R073_CF_COLLEGE,college,Indian Institute of Technology Bombay,0.428557,0.429333,0.000776,0.000776,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R073,JOB014,R073_CF_CITY,city,Delhi,0.428557,0.428387,-0.00017,0.00017,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R073,JOB014,R073_CF_AGE,age,32,0.428557,0.428201,-0.000356,0.000356,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R074,JOB017,R074_CF_NAME,name,Ananya Iyer,0.524685,0.525906,0.001221,0.001221,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R074,JOB017,R074_CF_COLLEGE,college,Indian Institute of Technology Kanpur,0.524685,0.52461,-7.5e-05,7.5e-05,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R074,JOB017,R074_CF_CITY,city,Chennai,0.524685,0.52427,-0.000415,0.000415,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R074,JOB017,R074_CF_AGE,age,31,0.524685,0.524685,0.0,0.0,No Change,Not Supported,Low,No Material Change,skills,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R075,JOB019,R075_CF_NAME,name,Ishita Chopra,0.402031,0.40305,0.001019,0.001019,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R075,JOB019,R075_CF_COLLEGE,college,BITS Pilani,0.402031,0.40594,0.003909,0.003909,Score Increased,Not Supported,High,Potentially Unsupported Proxy — High,semantic,True,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R075,JOB019,R075_CF_CITY,city,Pune,0.402031,0.403628,0.001597,0.001597,Score Increased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R075,JOB019,R075_CF_AGE,age,40,0.402031,0.40612,0.004089,0.004089,Score Increased,Not Supported,High,Potentially Unsupported Proxy — High,semantic,True,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R076,JOB019,R076_CF_NAME,name,Aditya Verma,0.389681,0.390834,0.001153,0.001153,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R076,JOB019,R076_CF_COLLEGE,college,Indian Institute of Technology Roorkee,0.389681,0.390461,0.00078,0.00078,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R076,JOB019,R076_CF_CITY,city,Hyderabad,0.389681,0.390375,0.000694,0.000694,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R076,JOB019,R076_CF_AGE,age,51,0.389681,0.389681,0.0,0.0,No Change,Not Supported,Low,No Material Change,skills,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R077,JOB002,R077_CF_NAME,name,Neha Kapoor,0.476572,0.471024,-0.005548,0.005548,Score Decreased,Not Supported,High,Potentially Unsupported Proxy — High,semantic,True,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R077,JOB002,R077_CF_COLLEGE,college,Indian Institute of Technology Guwahati,0.476572,0.474783,-0.001789,0.001789,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R077,JOB002,R077_CF_CITY,city,Ahmedabad,0.476572,0.473018,-0.003554,0.003554,Score Decreased,Not Supported,High,Potentially Unsupported Proxy — High,semantic,True,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R077,JOB002,R077_CF_AGE,age,44,0.476572,0.479127,0.002555,0.002555,Score Increased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R078,JOB018,R078_CF_NAME,name,Karan Mehta,0.541346,0.544472,0.003126,0.003126,Score Increased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R078,JOB018,R078_CF_COLLEGE,college,Indian Institute of Technology Madras,0.541346,0.542367,0.001021,0.001021,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R078,JOB018,R078_CF_CITY,city,Kolkata,0.541346,0.541584,0.000238,0.000238,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R078,JOB018,R078_CF_AGE,age,37,0.541346,0.541346,0.0,0.0,No Change,Not Supported,Low,No Material Change,skills,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R079,JOB003,R079_CF_NAME,name,Vikram Reddy,0.486572,0.487025,0.000453,0.000453,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R079,JOB003,R079_CF_COLLEGE,college,Indian Institute of Science Bangalore,0.486572,0.489181,0.002609,0.002609,Score Increased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
