resume_id,name,college,college_tier,city,city_tier,employment_gap_months,source_category,resume_text,education_raw,education_status,skills_raw,experience_raw
R106,Rohan Gupta,Indian Institute of Science Bangalore,1,Delhi,1,0,PMO,"Name: Rohan Gupta
College: Indian Institute of Science Bangalore
City: Delhi
Employment Gap: None

CORE COMPETENCIES â¢ Maintain processes to ensure project management documentation, reports and plans are relevant, accurate and complete â¢ Report automation, Dashboard preparation and sharing feedbacks basis on performance of Project Manager â¢ Forecasting data regarding future risks, Project changes and updating the delivery team on timely basis â¢ Good understanding of project management lifecycle â¢ Proven excellence in Risk Management and control â¢ Good understanding of Software Development Lifecycle (SDLC) â¢ Ability to synthesize qualitative and quantitative data quickly and draw meaningful insights â¢ Knowledge of Programme/Project Management methodologies with full project reporting and governance â¢ Ability to work with different cross-functional stakeholders to establish and ensure a reliable and productive working relationship â¢ Strong time management and organizational skills â¢ Multitasking skills and ability to meet deadlines COMPUTER SKILLS AND CERTIFICATION â¢ Advance knowledge in MS office 2013 and Macros. SKILLS â¢ Strategic thinking and decision making ability â¢ Sound Analytical skills â¢ Multi-tasking skills in fast paced environment. â¢",,not_available,"â¢ Maintain processes to ensure project management documentation, reports and plans are relevant, accurate and complete â¢ Report automation, Dashboard preparation and sharing feedbacks basis on performance of Project Manager â¢ Forecasting data regarding future risks, Project changes and updating the delivery team on timely basis â¢ Good understanding of project management lifecycle â¢ Proven excellence in Risk Management and control â¢ Good understanding of Software Development Lifecycle (SDLC) â¢ Ability to synthesize qualitative and quantitative data quickly and draw meaningful insights â¢ Knowledge of Programme/Project Management methodologies with full project reporting and governance â¢ Ability to work with different cross-functional stakeholders to establish and ensure a reliable and productive working relationship â¢ Strong time management and organizational skills â¢ Multitasking skills and ability to meet deadlines COMPUTER SKILLS AND CERTIFICATION â¢ Advance knowledge in MS office 2013 and Macros. SKILLS â¢ Strategic thinking and decision making ability â¢ Sound Analytical skills â¢ Multi-tasking skills in fast paced environment. â¢",
R107,Priya Nair,BITS Pilani,1,Bangalore,1,0,HR,"Name: Priya Nair
College: BITS Pilani
City: Bangalore
Employment Gap: None

Education Details June 2012 to May 2015 B.A Economics Chennai, Tamil Nadu Sdnbvc Hr Skill Details Company Details company - Anything IT Solution description - Hr","June 2012 to May 2015 B.A Economics Chennai, Tamil Nadu Sdnbvc Hr",found,,company - Anything IT Solution description - Hr
R108,Vikram Reddy,Indian Institute of Science Bangalore,1,Chennai,1,0,Health and fitness,"Name: Vikram Reddy
College: Indian Institute of Science Bangalore
City: Chennai
Employment Gap: None

Education Details January 2009 P.G. Sports science Dr. BMN College of Home Science January 2008 BSc Food Science & Nutrition Dr. BMN College of Home Science January 2004 HSC Central Railway's Jr. college of Science and Commerce January 2002 SSC HISTORY IES's Modern English School MSc Nutrition College of Home Science nutritionist and health promoter 9yrs experience as a nutritionist and health coach Skill Details Company Details company - UGC NET description - CAREER OBJECTIVE- To use my qualifications as a nutritionist and health promoter to contribute to the well being of individuals in the community. UGC NET Certificate for Lectureship MAR- 2013 SKILLS LEARNT â¢ Working in a team environment. â¢ Working as an individual. â¢ Time management to ensure all customers are served sufficiently and all tasks are completed to a high standard. â¢ Working under pressure and in a busy environment â¢ Personal presentation Communication Skills â¢ 9 years of work experience at healthcare startups, health clubs has enhanced my communication skills through discussions with health & fitness professionals & clients, writing articles and designing customized diet plans. â¢ Confident in",January 2009 P.G. Sports science Dr. BMN College of Home Science January 2008 BSc Food Science & Nutrition Dr. BMN College of Home Science January 2004 HSC Central Railway's Jr. college of Science and Commerce January 2002 SSC HISTORY IES's Modern English School MSc Nutrition College of Home Science nutritionist and health promoter 9yrs experience as a nutritionist and health coach,found,,"company - UGC NET description - CAREER OBJECTIVE- To use my qualifications as a nutritionist and health promoter to contribute to the well being of individuals in the community. UGC NET Certificate for Lectureship MAR- 2013 SKILLS LEARNT â¢ Working in a team environment. â¢ Working as an individual. â¢ Time management to ensure all customers are served sufficiently and all tasks are completed to a high standard. â¢ Working under pressure and in a busy environment â¢ Personal presentation Communication Skills â¢ 9 years of work experience at healthcare startups, health clubs has enhanced my communication skills through discussions with health & fitness professionals & clients, writing articles and designing customized diet plans. â¢ Confident in"
R109,Neha Kapoor,Indian Institute of Technology Kanpur,1,Kolkata,1,0,Operations Manager,"Name: Neha Kapoor
College: Indian Institute of Technology Kanpur
City: Kolkata
Employment Gap: None

Education Details August 2000 B.E Electronics Pune, Maharashtra Pune University Operations Manager Operations Manager - Delta Controls, Dubai FZCO Skill Details Company Details company - Delta Controls, Dubai FZCO description - Heading Pune Branch [M/s Deltannex Integrators Pvt. Ltd.] From Aug '17 till date Designation - Operations Manager [1st Employee] 1. Reporting to the GM-Operations 2. Review of SOW, RFQ, Assist the proposal Team on the Engineering man hours, Project Schedule, Organization Chart and Meeting the client for pre-sales support 3. Review of SOW, RFQ, Client's Purchase Order or contract terms & conditions 4. Project Execution Plans after through discussion with client & consultants 5. Kick of meeting & Ad-hoc meetings with client 6. Project evaluation in terms of outlays & profits 7. Ensuring an appropriate project management framework 8. Management of all contractual and commercial issues related to the project 9. Monitoring, reviewing & reporting of the project progress 10. Coordinating and fostering teamwork & prioritization of team activities 11. Monitor the project budget 12. Apply quality management system and processes 13. Liaison with and reporting to","August 2000 B.E Electronics Pune, Maharashtra Pune University Operations Manager Operations Manager - Delta Controls, Dubai FZCO",found,,"company - Delta Controls, Dubai FZCO description - Heading Pune Branch [M/s Deltannex Integrators Pvt. Ltd.] From Aug '17 till date Designation - Operations Manager [1st Employee] 1. Reporting to the GM-Operations 2. Review of SOW, RFQ, Assist the proposal Team on the Engineering man hours, Project Schedule, Organization Chart and Meeting the client for pre-sales support 3. Review of SOW, RFQ, Client's Purchase Order or contract terms & conditions 4. Project Execution Plans after through discussion with client & consultants 5. Kick of meeting & Ad-hoc meetings with client 6. Project evaluation in terms of outlays & profits 7. Ensuring an appropriate project management framework 8. Management of all contractual and commercial issues related to the project 9. Monitoring, reviewing & reporting of the project progress 10. Coordinating and fostering teamwork & prioritization of team activities 11. Monitor the project budget 12. Apply quality management system and processes 13. Liaison with and reporting to"
R110,Aditya Verma,Indian Institute of Technology Guwahati,1,Kolkata,1,0,PMO,"Name: Aditya Verma
College: Indian Institute of Technology Guwahati
City: Kolkata
Employment Gap: None

Skills Exceptional communication and networking skills Successful working in a team environment, as well as independently Ability to work under pressure and multi-task Strategies & Campaigns Corporate Communications MIS Reporting & Documentation Training & Development Sales Support & Back Office Operations New Process Development & Launch Handling customer escalationsEducation Details BACHELOR OF BUSINESS ADMINISTRATION BUSINESS ADMINISTRATION ICFAI Business School Integrated Institute Of Management &Technology HIGHER SECONDARY SCHOOL, B.I.S.S School Delhi, Delhi SENIOR SECONDARY SCHOOL, Delhi Public School Senior Manager - PMO Skill Details TRAINING- Exprience - 30 months DOCUMENTATION- Exprience - 16 months OPERATIONS- Exprience - 16 months SALES- Exprience - 8 months CORPORATE COMMUNICATIONS- Exprience - 6 monthsCompany Details company - description - Review and understand existing business processes to identify functional requirements to eliminate waste, improve controllership and deliver flexibility Identify processes for re-design, prototype potential solutions, calculate trade-offs, costs, and suggest a recommended course of action by identifying modifications to the","BACHELOR OF BUSINESS ADMINISTRATION BUSINESS ADMINISTRATION ICFAI Business School Integrated Institute Of Management &Technology HIGHER SECONDARY SCHOOL, B.I.S.S School Delhi, Delhi SENIOR SECONDARY SCHOOL, Delhi Public School Senior Manager - PMO",found,TRAINING- Exprience - 30 months DOCUMENTATION- Exprience - 16 months OPERATIONS- Exprience - 16 months SALES- Exprience - 8 months CORPORATE COMMUNICATIONS- Exprience - 6 months,"company - description - Review and understand existing business processes to identify functional requirements to eliminate waste, improve controllership and deliver flexibility Identify processes for re-design, prototype potential solutions, calculate trade-offs, costs, and suggest a recommended course of action by identifying modifications to the"
R111,Arjun Sharma,Indian Institute of Technology Delhi,1,Pune,1,0,Hadoop,"Name: Arjun Sharma
College: Indian Institute of Technology Delhi
City: Pune
Employment Gap: None

Technical Skills Programming Languages: C, C++, Java, .Net., J2EE, HTML5, CSS, MapReduce Scripting Languages: Javascript, Python Databases: Oracle (PL-SQL), MY-SQL, IBM DB2 Tools:IBM Rational Rose, R, Weka Operating Systems: Windows XP, Vista, UNIX, Windows 7, Red Hat 7Education Details January 2015 B.E Pimpri Chinchwad, MAHARASHTRA, IN Pimpri Chinchwad College of Engineering January 2012 Diploma MSBTE Dnyanganaga Polytechnic S.S.C New English School Takali Hadoop/Big Data Developer Hadoop/Big Data Developer - British Telecom Skill Details APACHE HADOOP MAPREDUCE- Exprience - 37 months MapReduce- Exprience - 37 months MAPREDUCE- Exprience - 37 months JAVA- Exprience - 32 months .NET- Exprience - 6 monthsCompany Details company - British Telecom description - Project: British Telecom project (UK) Responsibilities: â¢ Working on HDFS, MapReduce, Hive, Spark, Scala, Sqoop, Kerberos etc. technologies â¢ Implemented various data mining algorithms on Spark like K-means clustering, Random forest, Naive bayes etc. â¢ A knowledge of installing, configuring, maintaining and securing Hadoop. company - DXC technology description - HPE legacy), Bangalore â¢ Worked on Hadoop + Java","January 2015 B.E Pimpri Chinchwad, MAHARASHTRA, IN Pimpri Chinchwad College of Engineering January 2012 Diploma MSBTE Dnyanganaga Polytechnic S.S.C New English School Takali Hadoop/Big Data Developer Hadoop/Big Data Developer - British Telecom",found,APACHE HADOOP MAPREDUCE- Exprience - 37 months MapReduce- Exprience - 37 months MAPREDUCE- Exprience - 37 months JAVA- Exprience - 32 months .NET- Exprience - 6 months,"company - British Telecom description - Project: British Telecom project (UK) Responsibilities: â¢ Working on HDFS, MapReduce, Hive, Spark, Scala, Sqoop, Kerberos etc. technologies â¢ Implemented various data mining algorithms on Spark like K-means clustering, Random forest, Naive bayes etc. â¢ A knowledge of installing, configuring, maintaining and securing Hadoop. company - DXC technology description - HPE legacy), Bangalore â¢ Worked on Hadoop + Java"
R112,Vikram Reddy,Indian Institute of Technology Bombay,1,Mumbai,1,0,Data Science,"Name: Vikram Reddy
College: Indian Institute of Technology Bombay
City: Mumbai
Employment Gap: None

Expertise â Data and Quantitative Analysis â Decision Analytics â Predictive Modeling â Data-Driven Personalization â KPI Dashboards â Big Data Queries and Interpretation â Data Mining and Visualization Tools â Machine Learning Algorithms â Business Intelligence (BI) â Research, Reports and Forecasts Education Details PGP in Data Science Mumbai, Maharashtra Aegis School of data science & Business B.E. in Electronics & Communication Electronics & Communication Indore, Madhya Pradesh IES IPS Academy Data Scientist Data Scientist with PR Canada Skill Details Algorithms- Exprience - 6 months BI- Exprience - 6 months Business Intelligence- Exprience - 6 months Machine Learning- Exprience - 24 months Visualization- Exprience - 24 months spark- Exprience - 24 months python- Exprience - 36 months tableau- Exprience - 36 months Data Analysis- Exprience - 24 monthsCompany Details company - Aegis school of Data Science & Business description - Mostly working on industry project for providing solution along with Teaching Appointments: Teach undergraduate and graduate-level courses in Spark and Machine Learning as an adjunct faculty member at Aegis School of Data Science,","PGP in Data Science Mumbai, Maharashtra Aegis School of data science & Business B.E. in Electronics & Communication Electronics & Communication Indore, Madhya Pradesh IES IPS Academy Data Scientist Data Scientist with PR Canada",found,Algorithms- Exprience - 6 months BI- Exprience - 6 months Business Intelligence- Exprience - 6 months Machine Learning- Exprience - 24 months Visualization- Exprience - 24 months spark- Exprience - 24 months python- Exprience - 36 months tableau- Exprience - 36 months Data Analysis- Exprience - 24 months,"company - Aegis school of Data Science & Business description - Mostly working on industry project for providing solution along with Teaching Appointments: Teach undergraduate and graduate-level courses in Spark and Machine Learning as an adjunct faculty member at Aegis School of Data Science,"
R113,Neha Kapoor,Indian Institute of Technology Madras,1,Kolkata,1,0,Testing,"Name: Neha Kapoor
College: Indian Institute of Technology Madras
City: Kolkata
Employment Gap: None

â Willingness to accept the challenges. â Positive thinking. â Good learner. â Team Player. DECLARATION: I hereby declare that the above mentioned information is correct up to my knowledge and I bear the responsibility for the correctness of the above mentioned particulars. Date: / / Name: Dongare Mandakini Murlidhar Signature: Education Details June 2015 Electronics and Telecommunication Engineering Kolhapur, Maharashtra Shivaji University June 2012 Education Secondary and Higher Secondary B.E. Electronics and Telecommunication Jaywant College of Engineering and Management Testing Engineer Electronics Engineer - Abacus Electronics Pvt Ltd Skill Details Language - C, C++- Exprience - Less than 1 year months Operating Systems- Windows 7-8/NT/XP- Exprience - Less than 1 year monthsCompany Details company - Abacus Electronics Pvt Ltd description - Duties: â Perform electronic system testing for acceptance, compliance, warranty and other types. â Develop test plan and procedure for electronic systems. â Maintain complete and accurate documentations for system testing. â Analyze and troubleshoot test defects in a timely fashion. â Write system assembly instructions","June 2015 Electronics and Telecommunication Engineering Kolhapur, Maharashtra Shivaji University June 2012 Education Secondary and Higher Secondary B.E. Electronics and Telecommunication Jaywant College of Engineering and Management Testing Engineer Electronics Engineer - Abacus Electronics Pvt Ltd",found,"Language - C, C++- Exprience - Less than 1 year months Operating Systems- Windows 7-8/NT/XP- Exprience - Less than 1 year months","company - Abacus Electronics Pvt Ltd description - Duties: â Perform electronic system testing for acceptance, compliance, warranty and other types. â Develop test plan and procedure for electronic systems. â Maintain complete and accurate documentations for system testing. â Analyze and troubleshoot test defects in a timely fashion. â Write system assembly instructions"
R114,Rohan Gupta,Indian Institute of Technology Guwahati,1,Pune,1,0,Database,"Name: Rohan Gupta
College: Indian Institute of Technology Guwahati
City: Pune
Employment Gap: None

Education Details January 2016 BSc. Mumbai, Maharashtra Mumbai University January 2013 H.S.C. Maharashtra Board January 2011 S.S.C. Maharashtra Board MySQL Database Administrator 2+ Years of experience in MySQL Database Administrator ( MySQL DBA) Skill Details MySQL DBA , Centos , Backup , Restore , Replication , Query Optimazation- Exprience - 24 monthsCompany Details company - Trimax IT Infrastructure & Services Ltd description - ·       MYSQL Installation, maintenance and Upgrades (Version 5.5 , 5.6) ·       MySQL database administration on a large scale MySQL installation ·       Experience with MySQL on both Linux and Windows ·       MySQL processes, security management and queries optimization. ·       Performed query analysis for slow and problematic queries. ·       Performed Structural changes to Database like creating tables, adding columns according to business requirement ·       Creating and Maintaining Database Maintenance Plans. ·       Writing scripts to Create Jobs for Backup & Restore Plans. ·       Working on MYISAM to INNODB engine. ·       Working on Server shifting , tuning parameter , database purging ·       Working on Mysql master slave Replication ·      ","January 2016 BSc. Mumbai, Maharashtra Mumbai University January 2013 H.S.C. Maharashtra Board January 2011 S.S.C. Maharashtra Board MySQL Database Administrator 2+ Years of experience in MySQL Database Administrator ( MySQL DBA)",found,"MySQL DBA , Centos , Backup , Restore , Replication , Query Optimazation- Exprience - 24 months","company - Trimax IT Infrastructure & Services Ltd description - · MYSQL Installation, maintenance and Upgrades (Version 5.5 , 5.6) · MySQL database administration on a large scale MySQL installation · Experience with MySQL on both Linux and Windows · MySQL processes, security management and queries optimization. · Performed query analysis for slow and problematic queries. · Performed Structural changes to Database like creating tables, adding columns according to business requirement · Creating and Maintaining Database Maintenance Plans. · Writing scripts to Create Jobs for Backup & Restore Plans. · Working on MYISAM to INNODB engine. · Working on Server shifting , tuning parameter , database purging · Working on Mysql master slave Replication ·"
R115,Aditya Verma,Indian Institute of Technology Bombay,1,Delhi,1,0,Civil Engineer,"Name: Aditya Verma
College: Indian Institute of Technology Bombay
City: Delhi
Employment Gap: None

Education Details January 2005 S.S.C Baramati, Maharashtra M.E.S. Highschool B.E. Civil Engineering Pune, Maharashtra Singhad Institute Of Technology And Science civil site engineer Civil engineer Skill Details Site Engineer- Exprience - 60 monthsCompany Details company - Vasundhara nirmiti properties description - Civil engineer company - shri balaji housing company description - Execution of all civil work company - Ganesh construction description - Site engineer","January 2005 S.S.C Baramati, Maharashtra M.E.S. Highschool B.E. Civil Engineering Pune, Maharashtra Singhad Institute Of Technology And Science civil site engineer Civil engineer",found,Site Engineer- Exprience - 60 months,company - Vasundhara nirmiti properties description - Civil engineer company - shri balaji housing company description - Execution of all civil work company - Ganesh construction description - Site engineer
R116,Priya Nair,Indian Institute of Technology Madras,1,Mumbai,1,0,Python Developer,"Name: Priya Nair
College: Indian Institute of Technology Madras
City: Mumbai
Employment Gap: None

Education Details June 2013 to June 2016 Diploma Computer science Pune, Maharashtra Aissms June 2016 BE pursuing Computer science Pune, Maharashtra Anantrao pawar college of Engineering & Research centre Python Developer Skill Details Company Details company - Cybage Software Pvt. Ltd description - I want to work in organisation as a python developer to utilize my knowledge & To gain more knowledge with our organisation.","June 2013 to June 2016 Diploma Computer science Pune, Maharashtra Aissms June 2016 BE pursuing Computer science Pune, Maharashtra Anantrao pawar college of Engineering & Research centre Python Developer",found,,company - Cybage Software Pvt. Ltd description - I want to work in organisation as a python developer to utilize my knowledge & To gain more knowledge with our organisation.
R117,Neha Kapoor,NIT Tiruchirappalli,1,Bangalore,1,0,Civil Engineer,"Name: Neha Kapoor
College: NIT Tiruchirappalli
City: Bangalore
Employment Gap: None

SKILLS â¢ 1.Autocad â¢ 2.Pro v â¢ 3.Catia â¢ 4.word, excel â¢ 5.Photoshop INDUSTRIAL EXPOSURE Industrial Visit at: â¢ Larsen & Tubro (L & T)-3 months industrial training Inplant Training at: â¢ Ashoka Buildcon-Training for infrastructure setup and maintenance.Education Details January 2017 Masters in structure Nashik, Maharashtra Universal University Nashik Civil Engineer Civil Engineer Skill Details Autocad- Exprience - 1 months Catia- Exprience - 6 months maintenance- Exprience - 48 months photoshop- Exprience - 1 months training- Exprience - 6 monthsCompany Details company - Color Sky Decor LLC Dubai description - Role: Civil Engineer company - Girija Construction And Devolopers description - Role: Civil Engineer company - Showrooms, Villa's, Hotels description - â¢ 1.Exterior and Interior Of buildings, villa's etc. â¢ 2.Construction of new building and villa's. â¢ 3.Preparing bill of quantities, scheduling etc. company - Showrooms, Villa's, Hotels description - Maintenance and Interior outfit works of apartments, Showrooms, Villa's, Hotels etc. Description: 1 Analyze photographs, drawings and maps to inform the direction of projects as well as the overall budget","January 2017 Masters in structure Nashik, Maharashtra Universal University Nashik Civil Engineer Civil Engineer",found,Autocad- Exprience - 1 months Catia- Exprience - 6 months maintenance- Exprience - 48 months photoshop- Exprience - 1 months training- Exprience - 6 months,"company - Color Sky Decor LLC Dubai description - Role: Civil Engineer company - Girija Construction And Devolopers description - Role: Civil Engineer company - Showrooms, Villa's, Hotels description - â¢ 1.Exterior and Interior Of buildings, villa's etc. â¢ 2.Construction of new building and villa's. â¢ 3.Preparing bill of quantities, scheduling etc. company - Showrooms, Villa's, Hotels description - Maintenance and Interior outfit works of apartments, Showrooms, Villa's, Hotels etc. Description: 1 Analyze photographs, drawings and maps to inform the direction of projects as well as the overall budget"
R118,Karan Mehta,Indian Institute of Technology Madras,1,Mumbai,1,0,Mechanical Engineer,"Name: Karan Mehta
College: Indian Institute of Technology Madras
City: Mumbai
Employment Gap: None

* I'm hard working person. * I'm self confident and can mould myself to all work environments.Education Details January 2016 B.E MECHANICAL ENGINEERING ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY January 2010 H.S.C. Mumbai, Maharashtra MUMBAI UNIVERSITY Secured January 2008 S.S.C. PRAKASH Jr. COLLEGE OF SCIENCE & COMMERCE S.M.T. RAJDEVI HINDI HIGH SCHOOL MAHARSHTRA STATE BOARD Secured Design Engineer (Mechanical) Skill Details Autocad, solidworks, catia- Exprience - 12 monthsCompany Details company - SANARCO ENGINEERING PVT LTD description - * 1year in SANARCO ENGINEERING PVT. LTD. As a mechanical design engineer. * Working in SURYA FITNESS as a design engineer. Major project: * Project based on AUTOMATIC WALL PLASTERING MACHINE. * Automated plastering machine is unique and perhaps one kind of automated plastering machinery ideally suitable for the construction/building industry. * Automated plastering machine makes rendering easier, faster, and effortless as compare to manual application. * Automated plastering machine works with conventional cement mortar which brings it to a smooth, flat finish. * It has good future scope. Personal Detais: * Father's Name: Gyandatt","January 2016 B.E MECHANICAL ENGINEERING ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY January 2010 H.S.C. Mumbai, Maharashtra MUMBAI UNIVERSITY Secured January 2008 S.S.C. PRAKASH Jr. COLLEGE OF SCIENCE & COMMERCE S.M.T. RAJDEVI HINDI HIGH SCHOOL MAHARSHTRA STATE BOARD Secured Design Engineer (Mechanical)",found,"Autocad, solidworks, catia- Exprience - 12 months","company - SANARCO ENGINEERING PVT LTD description - * 1year in SANARCO ENGINEERING PVT. LTD. As a mechanical design engineer. * Working in SURYA FITNESS as a design engineer. Major project: * Project based on AUTOMATIC WALL PLASTERING MACHINE. * Automated plastering machine is unique and perhaps one kind of automated plastering machinery ideally suitable for the construction/building industry. * Automated plastering machine makes rendering easier, faster, and effortless as compare to manual application. * Automated plastering machine works with conventional cement mortar which brings it to a smooth, flat finish. * It has good future scope. Personal Detais: * Father's Name: Gyandatt"
R119,Vikram Reddy,Indian Institute of Technology Kharagpur,1,Mumbai,1,0,Hadoop,"Name: Vikram Reddy
College: Indian Institute of Technology Kharagpur
City: Mumbai
Employment Gap: None

Technical Skills Programming Languages: C, C++, Java, .Net., J2EE, HTML5, CSS, MapReduce Scripting Languages: Javascript, Python Databases: Oracle (PL-SQL), MY-SQL, IBM DB2 Tools:IBM Rational Rose, R, Weka Operating Systems: Windows XP, Vista, UNIX, Windows 7, Red Hat 7Education Details January 2015 B.E Pimpri Chinchwad, MAHARASHTRA, IN Pimpri Chinchwad College of Engineering January 2012 Diploma MSBTE Dnyanganaga Polytechnic S.S.C New English School Takali Hadoop/Big Data Developer Hadoop/Big Data Developer - British Telecom Skill Details APACHE HADOOP MAPREDUCE- Exprience - 37 months MapReduce- Exprience - 37 months MAPREDUCE- Exprience - 37 months JAVA- Exprience - 32 months .NET- Exprience - 6 monthsCompany Details company - British Telecom description - Project: British Telecom project (UK) Responsibilities: â¢ Working on HDFS, MapReduce, Hive, Spark, Scala, Sqoop, Kerberos etc. technologies â¢ Implemented various data mining algorithms on Spark like K-means clustering, Random forest, Naive bayes etc. â¢ A knowledge of installing, configuring, maintaining and securing Hadoop. company - DXC technology description - HPE legacy), Bangalore â¢ Worked on Hadoop + Java","January 2015 B.E Pimpri Chinchwad, MAHARASHTRA, IN Pimpri Chinchwad College of Engineering January 2012 Diploma MSBTE Dnyanganaga Polytechnic S.S.C New English School Takali Hadoop/Big Data Developer Hadoop/Big Data Developer - British Telecom",found,APACHE HADOOP MAPREDUCE- Exprience - 37 months MapReduce- Exprience - 37 months MAPREDUCE- Exprience - 37 months JAVA- Exprience - 32 months .NET- Exprience - 6 months,"company - British Telecom description - Project: British Telecom project (UK) Responsibilities: â¢ Working on HDFS, MapReduce, Hive, Spark, Scala, Sqoop, Kerberos etc. technologies â¢ Implemented various data mining algorithms on Spark like K-means clustering, Random forest, Naive bayes etc. â¢ A knowledge of installing, configuring, maintaining and securing Hadoop. company - DXC technology description - HPE legacy), Bangalore â¢ Worked on Hadoop + Java"
R120,Neha Kapoor,Indian Institute of Technology Kanpur,1,Chennai,1,0,Arts,"Name: Neha Kapoor
College: Indian Institute of Technology Kanpur
City: Chennai
Employment Gap: None

Education Details August 2018 to January 2021 Entermediate Maths Mumbai, Maharashtra Sunbeam academy , samne ghat , varanasi Martial arts (fitness job) Skill Details Company Details company - Sports Authority description - I am 2nd dan black belt in karate (martial arts) I am in a searching of personal trainer job for fitness. I won 3 gold medals in national karate championship. I won 7 gold medals in state karate championship. 3 times best player of the year of uttar pradesh award .. Represented india and Selected for world karate championship held at Croatia , Europe. â¢","August 2018 to January 2021 Entermediate Maths Mumbai, Maharashtra Sunbeam academy , samne ghat , varanasi Martial arts (fitness job)",found,,"company - Sports Authority description - I am 2nd dan black belt in karate (martial arts) I am in a searching of personal trainer job for fitness. I won 3 gold medals in national karate championship. I won 7 gold medals in state karate championship. 3 times best player of the year of uttar pradesh award .. Represented india and Selected for world karate championship held at Croatia , Europe. â¢"
R121,Priya Nair,Indian Institute of Technology Kharagpur,1,Pune,1,0,Mechanical Engineer,"Name: Priya Nair
College: Indian Institute of Technology Kharagpur
City: Pune
Employment Gap: None

* I'm hard working person. * I'm self confident and can mould myself to all work environments.Education Details January 2016 B.E MECHANICAL ENGINEERING ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY January 2010 H.S.C. Mumbai, Maharashtra MUMBAI UNIVERSITY Secured January 2008 S.S.C. PRAKASH Jr. COLLEGE OF SCIENCE & COMMERCE S.M.T. RAJDEVI HINDI HIGH SCHOOL MAHARSHTRA STATE BOARD Secured Design Engineer (Mechanical) Skill Details Autocad, solidworks, catia- Exprience - 12 monthsCompany Details company - SANARCO ENGINEERING PVT LTD description - * 1year in SANARCO ENGINEERING PVT. LTD. As a mechanical design engineer. * Working in SURYA FITNESS as a design engineer. Major project: * Project based on AUTOMATIC WALL PLASTERING MACHINE. * Automated plastering machine is unique and perhaps one kind of automated plastering machinery ideally suitable for the construction/building industry. * Automated plastering machine makes rendering easier, faster, and effortless as compare to manual application. * Automated plastering machine works with conventional cement mortar which brings it to a smooth, flat finish. * It has good future scope. Personal Detais: * Father's Name: Gyandatt","January 2016 B.E MECHANICAL ENGINEERING ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY January 2010 H.S.C. Mumbai, Maharashtra MUMBAI UNIVERSITY Secured January 2008 S.S.C. PRAKASH Jr. COLLEGE OF SCIENCE & COMMERCE S.M.T. RAJDEVI HINDI HIGH SCHOOL MAHARSHTRA STATE BOARD Secured Design Engineer (Mechanical)",found,"Autocad, solidworks, catia- Exprience - 12 months","company - SANARCO ENGINEERING PVT LTD description - * 1year in SANARCO ENGINEERING PVT. LTD. As a mechanical design engineer. * Working in SURYA FITNESS as a design engineer. Major project: * Project based on AUTOMATIC WALL PLASTERING MACHINE. * Automated plastering machine is unique and perhaps one kind of automated plastering machinery ideally suitable for the construction/building industry. * Automated plastering machine makes rendering easier, faster, and effortless as compare to manual application. * Automated plastering machine works with conventional cement mortar which brings it to a smooth, flat finish. * It has good future scope. Personal Detais: * Father's Name: Gyandatt"
R122,Ishita Chopra,Indian Institute of Technology Madras,1,Chennai,1,0,Electrical Engineering,"Name: Ishita Chopra
College: Indian Institute of Technology Madras
City: Chennai
Employment Gap: None

Education Details July 2016 to May 2019 BE Electrical And Electronics Engineering Bhopal, Madhya Pradesh RGPV July 2012 to May 2015 Diploma in Electrical Electrical Engineering Bhopal, Madhya Pradesh Rgpv university Bhopal Matric GHS BHULI Electrical Engineering Skill Details Basic Computer, Electrical Machine, Electrical wiring, Solar power Plant, Distribution Substation- Exprience - Less than 1 year monthsCompany Details company - Enigma Business Advisor description - Solar Energy 1. Solar power plant Installation 2. Maintenance Transmission and Distribution Line 1. Installation","July 2016 to May 2019 BE Electrical And Electronics Engineering Bhopal, Madhya Pradesh RGPV July 2012 to May 2015 Diploma in Electrical Electrical Engineering Bhopal, Madhya Pradesh Rgpv university Bhopal Matric GHS BHULI Electrical Engineering",found,"Basic Computer, Electrical Machine, Electrical wiring, Solar power Plant, Distribution Substation- Exprience - Less than 1 year months",company - Enigma Business Advisor description - Solar Energy 1. Solar power plant Installation 2. Maintenance Transmission and Distribution Line 1. Installation
