resume_id,name,college,college_tier,city,city_tier,employment_gap_months,source_category,education_raw,skills_raw,experience_raw,resume_text,degree_raw,primary_degree,course_raw,course_final,skills_extracted,skill_experience,skills_clean,total_experience_months,total_experience_years,relevant_experience_months,career_stage,experience_extraction_method,projects_extracted
R089,Rohan Gupta,Indian Institute of Technology Delhi,1,Delhi,1,0,Blockchain,"January 2017 B.E Computer Engineering Pune, Maharashtra Sanghavi College of Engineering January 2014 Diploma Computer Technology Nashik, Maharashtra Shree Mahavir Polytechnic January 2010 S.S.C. Nashik, Maharashtra C.D.O.Meri High school BlockChain Developer",AP- Exprience - 6 months APEX- Exprience - 6 months C++- Exprience - 6 months CRM- Exprience - 6 months CUSTOMER RELATIONSHIP MANAGEMENT- Exprience - 6 months,company -,"Name: Rohan Gupta
College: Indian Institute of Technology Delhi
City: Delhi
Employment Gap: None

KEY SKILLS: Programing languages: C, C++, Python, Apex, Visualforce, Database: Mysql, Framework: Django, Technologies: Salesforce.com (Administration and development), Force.com, Salesforce CRM, Blockchain Website Designing: HTML5, CSS3, Project: DIPLOMA: Project Name: VANET-virtual Ad - Hoc Network Technology Used: Java. About Project: A system has been made for Video-streaming. In this project, we give the Real, time video-steaming on two or more devices using VANET AP DEGREE: Project Name: Drowsiness Detection System Technology Used: python, Raspberry pi. About project: A system has been made for Driver safety when parson driving car. It detects Drowsy condition of a parson then system brings the alarm.Education Details January 2017 B.E Computer Engineering Pune, Maharashtra Sanghavi College of Engineering January 2014 Diploma Computer Technology Nashik, Maharashtra Shree Mahavir Polytechnic January 2010 S.S.C. Nashik, Maharashtra C.D.O.Meri High school BlockChain Developer Skill Details AP- Exprience - 6 months APEX- Exprience - 6 months C++- Exprience - 6 months CRM- Exprience - 6 months CUSTOMER RELATIONSHIP MANAGEMENT- Exprience - 6 monthsCompany Details company -",B.E.,B.E.,Computer Engineering,Computer Engineering,"['AP', 'APEX', 'C++', 'CRM', 'CUSTOMER RELATIONSHIP MANAGEMENT']","{'AP': 6, 'APEX': 6, 'C++': 6, 'CRM': 6, 'CUSTOMER RELATIONSHIP MANAGEMENT': 6}","AP, APEX, C++, CRM, CUSTOMER RELATIONSHIP MANAGEMENT",0,0.0,0,Unknown,none,[]
R090,Ananya Iyer,Indian Institute of Technology Roorkee,1,Delhi,1,0,Health and fitness,January 2010 Advance Diploma in Hotel Management J&W Institute of Hotel Management Gym management & Consultant Gym management & Consultant - Sculpt Fitness Centre,Excel- Exprience - 96 months PowerPoint- Exprience - 96 months Word- Exprience - 96 months Gym Management Software- Exprience - 96 months,"company - Sculpt Fitness Centre description - 2015 - Present Sales, Fitness, Operations company - AB's Fitness Club description - Fitness, Sales, Administration, Facility & House-keeping company - AB's Fitness Club description - Sales, Fitness, Operations company - Ultimate Fitness Club description - company - Tripod Fitness Arena description - Sales, Administration company - C K Fitness description - Sales & Fitness Staff Recruitment KEY ROLES: â¢ Designing and promoting activities to meet customer demand and generate revenue; â¢ Advertising and promoting the club or Centre to increase usage, considering market","Name: Ananya Iyer
College: Indian Institute of Technology Roorkee
City: Delhi
Employment Gap: None

SKILLS: Computer: â¢ Can easily operate in Operating System like Windows 10. â¢ Can work in Ms-Office (Word, Excel, and PowerPoint). â¢ Can easily operate internet & Gym Management Software (website & mobile application).Education Details January 2010 Advance Diploma in Hotel Management J&W Institute of Hotel Management Gym management & Consultant Gym management & Consultant - Sculpt Fitness Centre Skill Details Excel- Exprience - 96 months PowerPoint- Exprience - 96 months Word- Exprience - 96 months Gym Management Software- Exprience - 96 monthsCompany Details company - Sculpt Fitness Centre description - 2015 - Present Sales, Fitness, Operations company - AB's Fitness Club description - Fitness, Sales, Administration, Facility & House-keeping company - AB's Fitness Club description - Sales, Fitness, Operations company - Ultimate Fitness Club description - company - Tripod Fitness Arena description - Sales, Administration company - C K Fitness description - Sales & Fitness Staff Recruitment KEY ROLES: â¢ Designing and promoting activities to meet customer demand and generate revenue; â¢ Advertising and promoting the club or Centre to increase usage, considering market",Diploma,Diploma,Hotel Management,Hotel Management,"['Excel', 'PowerPoint', 'Word', 'Gym Management Software']","{'Excel': 96, 'PowerPoint': 96, 'Word': 96, 'Gym Management Software': 96}","Excel, PowerPoint, Word, Gym Management Software",132,11.0,132,Senior,year_range,[]
R091,Ishita Chopra,Indian Institute of Technology Kanpur,1,Mumbai,1,0,Advocate,"B.Com, LL.B., University of Clacutta, University of Burdwan ADVOCATE",Taxation matters Income Tax GST P Tax Accounts- Exprience - Less than 1 year months Filing of Income Tax Returns GST Returns e-TDS AIR and more- Exprience - Less than 1 year months,"company - own practice description - 1. Drafting and preparation of plaint, Accounts and move before relevant Authority to hear the cases","Name: Ishita Chopra
College: Indian Institute of Technology Kanpur
City: Mumbai
Employment Gap: None

Education Details B.Com, LL.B., University of Clacutta, University of Burdwan ADVOCATE Skill Details Taxation matters Income Tax GST P Tax Accounts- Exprience - Less than 1 year months Filing of Income Tax Returns GST Returns e-TDS AIR and more- Exprience - Less than 1 year monthsCompany Details company - own practice description - 1. Drafting and preparation of plaint, Accounts and move before relevant Authority to hear the cases",B.Com,LLB,Commerce and Law,Commerce and Law,"['Taxation matters Income Tax GST P Tax Accounts', 'months Filing of Income Tax Returns GST Returns e-TDS AIR and more']","{'Taxation matters Income Tax GST P Tax Accounts': 6, 'Filing of Income Tax Returns GST Returns e-TDS AIR and more': 6}","Taxation matters Income Tax GST P Tax Accounts, Filing of Income Tax Returns GST Returns e-TDS AIR and more",0,0.0,0,Unknown,none,[]
R092,Ishita Chopra,Indian Institute of Technology Delhi,1,Pune,1,0,Network Security Engineer,MSC AISECT university in distance education B. Com Jiwaji University Sr. Network Engineer Sr. Network Engineer - Cloudatix Network Pvt. Ltd,CISCO- Exprience - 43 months DHCP- Exprience - 43 months DNS- Exprience - 43 months FTP- Exprience - 43 months LAN- Exprience - 43,,"Name: Ishita Chopra
College: Indian Institute of Technology Delhi
City: Pune
Employment Gap: None

Operating Systems: Windows, Linux, Ubuntu Network Technologies : Cisco Routing and Switching, InterVLAN Routing, Dynamic Protocols i.e. RIPv2, RIPng, OSPF, EIGRP. Static Routing, ACL, VTP, VLAN, EhterChannel, HSRP, STP, IPv6, Lan Troubleshooting, Structured Network Cabling, Cisco Firewall and Fortinet Firewall, RHEL 6 networks. Networking Devices : Cisco Routers: 1800s, 1900s, 2600s, 2900s, 3600s, 3800s, 7200s etc. : Cisco Switches: Cisco Catalyst 2900s, 3700s, 4850s etc. : HP ProLiant Servers, Dell Server, Lenovo Servers etc. : Fortinet Firewall, Modem etc. Server Technologies : AD, RODC, FTP, Print Server, SCCM, WDS, DHCP, Group Policies, DHCP Server, DNS Server, RIS Server, User policies, computer policies etc. Backup Technologies: Server 2016 backup tools, Symantec Backup EXEC 12D etc. Virtualisation: VMWare ESXi, VMware Workstation, Oracle VirtualBox, GNS3 Network Simulator etc. Education Details MSC AISECT university in distance education B. Com Jiwaji University Sr. Network Engineer Sr. Network Engineer - Cloudatix Network Pvt. Ltd Skill Details CISCO- Exprience - 43 months DHCP- Exprience - 43 months DNS- Exprience - 43 months FTP- Exprience - 43 months LAN- Exprience - 43",M.Sc,M.Sc,Science,Science,"['CISCO', 'DHCP', 'DNS', 'FTP']","{'Cisco': 43, 'DHCP': 43, 'DNS': 43, 'FTP': 43, 'LAN': 43}","Cisco, DHCP, DNS, FTP, LAN",0,0.0,0,Unknown,none,[]
R093,Ishita Chopra,NIT Tiruchirappalli,1,Hyderabad,1,0,Automation Testing,"Bachelor of Science Computer Science Mumbai, Maharashtra Mumbai University QA Automation Lead QA Automation Lead",C++- Exprience - 63 months PYTHON- Exprience - 109 months UFT- Exprience - 85 months SELENIUM- Exprience - 85 months SQL- Exprience - 69 months,company - Leading Industrial Automation description - Responsibilities: â¢ Test Rockwell Automation,"Name: Ishita Chopra
College: NIT Tiruchirappalli
City: Hyderabad
Employment Gap: None

SKILLS Agile Methodology Scrum, Kanban, Extreme Programming(XP), Test-driven development (TDD) and Feature Driven development(FDD) Domain Industrial Automation, Retail, Banking, Insurance, Health care. Automation Framework Modular, Data driven, BPT, Hybrid Test automation tool HP UFT, TAF, Load Runner, Selenium, Rational Robot, DCMTK, sikuli languages VB Script, C++, Python, Shell Script Bug Tracking Tool Bugzilla, Jira, HP Quality Control, AP Test, Clear Quest Version management Clear case, Win CVS, SVN Database Oracle, SQL server, MySQL Network Protocols TCP/IP, HTTP, HTTPS, VPN, FTP, LDAP Healthcare DICOM, PACS, HL7, Image Archiving, Image reconstruction, Rockwell Automation Logix Designer, Factory Talk, RSLinx Classic, Control Flash, Compare Tool, I/O modules and Profiles. Education Details Bachelor of Science Computer Science Mumbai, Maharashtra Mumbai University QA Automation Lead QA Automation Lead Skill Details C++- Exprience - 63 months PYTHON- Exprience - 109 months UFT- Exprience - 85 months SELENIUM- Exprience - 85 months SQL- Exprience - 69 monthsCompany Details company - Leading Industrial Automation description - Responsibilities: â¢ Test Rockwell Automation",B.Sc,B.Sc,Computer Science,Computer Science,"['C++', 'PYTHON', 'UFT', 'SELENIUM', 'SQL']","{'C++': 63, 'Python': 109, 'UFT': 85, 'Selenium': 85, 'SQL': 69}","C++, Python, UFT, Selenium, SQL",0,0.0,0,Unknown,none,[]
R094,Vikram Reddy,Indian Institute of Technology Kanpur,1,Hyderabad,1,0,Web Designing,"January 2015 B.E CSE Nagpur, Maharashtra G.H.Raisoni College of Engineering October 2009 Photography Competition Click Nagpur, Maharashtra Maharashtra State Board College Magazine OCEAN Web Designer Web Designer - Trust Systems and Software",PHOTOSHOP- Exprience - 28 months BOOTSTRAP- Exprience - 6 months HTML5- Exprience - 6 months JAVASCRIPT- Exprience - 6 months CSS3- Exprience - Less than 1 year months Angular 4- Exprience - Less than 1 year months,"company - Trust Systems and Software description - Projects worked on: 1. TrustBank-CBS Project Description: TrustBank-CBS is a core banking solution by Trust Systems. Roles and Responsibility: â Renovated complete UI to make it more modern, user-friendly, maintainable and optimised for bank use. â Shared the UI structure and guidelines to be incorporated, with development team of around 50 members. â Achieved the target of project completion in given time frame. â Made required graphics for the project in photoshop 2.","Name: Vikram Reddy
College: Indian Institute of Technology Kanpur
City: Hyderabad
Employment Gap: None

Technical Skills Web Technologies: Angular JS, HTML5, CSS3, SASS, Bootstrap, Jquery, Javascript. Software: Brackets, Visual Studio, Photoshop, Visual Studio Code Education Details January 2015 B.E CSE Nagpur, Maharashtra G.H.Raisoni College of Engineering October 2009 Photography Competition Click Nagpur, Maharashtra Maharashtra State Board College Magazine OCEAN Web Designer Web Designer - Trust Systems and Software Skill Details PHOTOSHOP- Exprience - 28 months BOOTSTRAP- Exprience - 6 months HTML5- Exprience - 6 months JAVASCRIPT- Exprience - 6 months CSS3- Exprience - Less than 1 year months Angular 4- Exprience - Less than 1 year monthsCompany Details company - Trust Systems and Software description - Projects worked on: 1. TrustBank-CBS Project Description: TrustBank-CBS is a core banking solution by Trust Systems. Roles and Responsibility: â Renovated complete UI to make it more modern, user-friendly, maintainable and optimised for bank use. â Shared the UI structure and guidelines to be incorporated, with development team of around 50 members. â Achieved the target of project completion in given time frame. â Made required graphics for the project in photoshop 2.",B.E.,B.E.,Computer Science,Computer Science,"['PHOTOSHOP', 'BOOTSTRAP', 'HTML5', 'JAVASCRIPT', 'months Angular 4']","{'PHOTOSHOP': 28, 'Bootstrap': 6, 'HTML5': 6, 'JavaScript': 6, 'CSS3': 6, 'Angular 4': 6}","PHOTOSHOP, Bootstrap, HTML5, JavaScript, CSS3, Angular 4",0,0.0,0,Unknown,none,[]
R095,Ananya Iyer,Indian Institute of Science Bangalore,1,Pune,1,0,HR,"June 2012 to May 2015 B.A Economics Chennai, Tamil Nadu Sdnbvc Hr",,company - Anything IT Solution description - Hr,"Name: Ananya Iyer
College: Indian Institute of Science Bangalore
City: Pune
Employment Gap: None

Education Details June 2012 to May 2015 B.A Economics Chennai, Tamil Nadu Sdnbvc Hr Skill Details Company Details company - Anything IT Solution description - Hr",,B.A,Economics,Economics,[],{},,0,0.0,0,Unknown,none,[]
R096,Rohan Gupta,Indian Institute of Science Bangalore,1,Ahmedabad,1,0,Testing,"July 2015 to June 2018 BE Electrical Pune, Maharashtra Sinhagad institute of technology January 2012 DIPLOMA MSBTE Kopargaon, MAHARASHTRA, IN K.B.P.Polytechnic January 2010 SSC S.G.Vidyalaya state board Testing Engineer Electrical engineer",,company - Intelux Electronics Pvt Ltd description - 1. Power management system Testing department,"Name: Rohan Gupta
College: Indian Institute of Science Bangalore
City: Ahmedabad
Employment Gap: None

â¢ Good logical and analytical skills â¢ Positive attitude towards solving problems and accepting challenges â¢ A team player & leader â¢ A good organizer PRESONAL DETAILS: DOB: 20/07/1995. Marital status: Single.Education Details July 2015 to June 2018 BE Electrical Pune, Maharashtra Sinhagad institute of technology January 2012 DIPLOMA MSBTE Kopargaon, MAHARASHTRA, IN K.B.P.Polytechnic January 2010 SSC S.G.Vidyalaya state board Testing Engineer Electrical engineer Skill Details Company Details company - Intelux Electronics Pvt Ltd description - 1. Power management system Testing department",B.E.,B.E.,Electrical Engineering,Electrical Engineering,[],{},,0,0.0,0,Unknown,none,[]
R097,Neha Kapoor,Indian Institute of Technology Delhi,1,Mumbai,1,0,Database,June 2012 Sadvidya Pre-University College Application Database Administrator-DBMS (Oracle) Application Database Administrator-DBMS (Oracle) - IBM India Pvt Ltd,CLIENTS- Exprience - 30 months MACHINE LEARNING- Exprience - 30 months ORACLE- Exprience - 30 months SQL- Exprience - 30 months EXCELLENT COMMUNICATION SKILLS- Exprience - 6 months,"company - IBM India Pvt Ltd description - Client: Blue Cross Blue Shield MA: Massachusetts Health Insurance â¢ Used Oracle SQL to store and organize data. This includes capacity planning, installation, configuration, database design, migration, security, troubleshooting, backup and","Name: Neha Kapoor
College: Indian Institute of Technology Delhi
City: Mumbai
Employment Gap: None

TECHNICAL SKILLS â¢ SQL â¢ Oracle v10, v11, v12 â¢ R programming, Python, linear regression, machine learning and statistical modelling techniques(obtained certification through Edvancer Eduventures training institute) KEY SKILLS â¢ Multitasking, working to meet client SLA in high pressure scenarios, handling sensitive clients along with improved skills at being a team player. â¢ Excellent communication skills and quick learner. â¢ Leadership qualities, team networking and courage to take up the problems proactively.Education Details June 2012 Sadvidya Pre-University College Application Database Administrator-DBMS (Oracle) Application Database Administrator-DBMS (Oracle) - IBM India Pvt Ltd Skill Details CLIENTS- Exprience - 30 months MACHINE LEARNING- Exprience - 30 months ORACLE- Exprience - 30 months SQL- Exprience - 30 months EXCELLENT COMMUNICATION SKILLS- Exprience - 6 monthsCompany Details company - IBM India Pvt Ltd description - Client: Blue Cross Blue Shield MA: Massachusetts Health Insurance â¢ Used Oracle SQL to store and organize data. This includes capacity planning, installation, configuration, database design, migration, security, troubleshooting, backup and",,,,Unknown,"['CLIENTS', 'MACHINE LEARNING', 'ORACLE', 'SQL', 'EXCELLENT COMMUNICATION SKILLS']","{'CLIENTS': 30, 'Machine Learning': 30, 'Oracle': 30, 'SQL': 30, 'EXCELLENT COMMUNICATION SKILLS': 6}","CLIENTS, Machine Learning, Oracle, SQL, EXCELLENT COMMUNICATION SKILLS",0,0.0,0,Unknown,none,[]
R098,Divya Rao,NIT Tiruchirappalli,1,Delhi,1,0,Data Science,B.Tech Rayat and Bahra Institute of Engineering and Biotechnology Data Science Data Science,Numpy- Exprience - Less than 1 year months Machine Learning- Exprience - Less than 1 year months Tensorflow- Exprience - Less than 1 year months Scikit- Exprience - Less than 1 year months Python- Exprience - Less than 1 year months GCP- Exprience - Less than 1 year months Pandas- Exprience - Less than 1 year months Neural Network- Exprience - Less than 1 year months,"company - Wipro description - Bhawana Aggarwal E-Mail:bhawana.chd@gmail.com Phone: 09876971076 VVersatile, high-energy professional targeting challenging assignments in Machine PROFILE SUMMARY âª An IT professional with knowledge and experience of 2 years in Wipro Technologies in Machine Learning, Deep Learning, Data Science, Python, Software Development. âª Skilled in managing end-to-end development and software products / projects from inception, requirement specs, planning, designing, implementation, configuration and documentation. âª Knowledge on Python , Machine Learning, Deep Learning, data Science, Algorithms, Neural Network, NLP, GCP. âª Knowledge on Python Libraries","Name: Divya Rao
College: NIT Tiruchirappalli
City: Delhi
Employment Gap: None

Education Details B.Tech Rayat and Bahra Institute of Engineering and Biotechnology Data Science Data Science Skill Details Numpy- Exprience - Less than 1 year months Machine Learning- Exprience - Less than 1 year months Tensorflow- Exprience - Less than 1 year months Scikit- Exprience - Less than 1 year months Python- Exprience - Less than 1 year months GCP- Exprience - Less than 1 year months Pandas- Exprience - Less than 1 year months Neural Network- Exprience - Less than 1 year monthsCompany Details company - Wipro description - Bhawana Aggarwal E-Mail:bhawana.chd@gmail.com Phone: 09876971076 VVersatile, high-energy professional targeting challenging assignments in Machine PROFILE SUMMARY âª An IT professional with knowledge and experience of 2 years in Wipro Technologies in Machine Learning, Deep Learning, Data Science, Python, Software Development. âª Skilled in managing end-to-end development and software products / projects from inception, requirement specs, planning, designing, implementation, configuration and documentation. âª Knowledge on Python , Machine Learning, Deep Learning, data Science, Algorithms, Neural Network, NLP, GCP. âª Knowledge on Python Libraries",B.Tech,B.Tech,Biotechnology,Biotechnology,"['Numpy', 'months Machine Learning', 'months Tensorflow', 'months Scikit', 'months Python', 'months GCP', 'months Pandas', 'months Neural Network']","{'Numpy': 6, 'Machine Learning': 6, 'Tensorflow': 6, 'Scikit': 6, 'Python': 6, 'GCP': 6, 'Pandas': 6, 'Neural Network': 6}","Numpy, Machine Learning, Tensorflow, Scikit, Python, GCP, Pandas, Neural Network",24,2.0,24,Mid Career,explicit_years,[]
R099,Priya Nair,BITS Pilani,1,Chennai,1,0,Arts,"MBA Marketing and International Business Management Pune, Maharashtra Pune University B-Tech Tech Nagpur, Maharashtra RTM Nagpur University G.M. Arts, Commerce & Science G.M. Arts, Commerce & Science",,"company - Samarth College description - of Engineering 30 7 210 5 College to campus VJ College of Pharmacy 10 days' workshop 10 G.M. Arts, Commerce & Science 6 Soft Skills 6 days' workshop 6 College Personality G.M. Institute of Agricultural 7 6 days' workshop 6 Development Diploma 8 Soft Skills Samarth College of Polytechnic 20 days' workshop 20 TOTAL 350 WORKING EXPERIENCE IN CORPORATE: Sr. No Topic Company No. of days Total Hrs 1 Presentation skill & Team Elringklinger Automotives Pvt 1 Day 8 building Workshop Ltd, Ranjangaon, Pune 2 Negotiation skill & Kubler Automation Pvt Ltd., 2 days 16 Communication skill Chakan, Pune 3 Business Communication Finanza Home Loans, Pimple 3 days 21 & Stress management saudagar, Pune 4 Team-building & Verbal Sharvari Products Pvt Ltd, 2 days 16 communication Junner, Pune 7 days' 5 Entrepreneurship Agriculture Research Centre,","Name: Priya Nair
College: BITS Pilani
City: Chennai
Employment Gap: None

â¢ Good communication skill â¢ Quick learner â¢ Keen to find solutionsEducation Details MBA Marketing and International Business Management Pune, Maharashtra Pune University B-Tech Tech Nagpur, Maharashtra RTM Nagpur University G.M. Arts, Commerce & Science G.M. Arts, Commerce & Science Skill Details Company Details company - Samarth College description - of Engineering 30 7 210 5 College to campus VJ College of Pharmacy 10 days' workshop 10 G.M. Arts, Commerce & Science 6 Soft Skills 6 days' workshop 6 College Personality G.M. Institute of Agricultural 7 6 days' workshop 6 Development Diploma 8 Soft Skills Samarth College of Polytechnic 20 days' workshop 20 TOTAL 350 WORKING EXPERIENCE IN CORPORATE: Sr. No Topic Company No. of days Total Hrs 1 Presentation skill & Team Elringklinger Automotives Pvt 1 Day 8 building Workshop Ltd, Ranjangaon, Pune 2 Negotiation skill & Kubler Automation Pvt Ltd., 2 days 16 Communication skill Chakan, Pune 3 Business Communication Finanza Home Loans, Pimple 3 days 21 & Stress management saudagar, Pune 4 Team-building & Verbal Sharvari Products Pvt Ltd, 2 days 16 communication Junner, Pune 7 days' 5 Entrepreneurship Agriculture Research Centre,",MBA,MBA,Management,Management,[],{},,0,0.0,0,Unknown,none,[]
R100,Aditya Verma,Indian Institute of Science Bangalore,1,Bangalore,1,0,Python Developer,"BE Dr.BAMU,Aurangabad Python Developer Python Developer - Arsys Inovics pvt ltd",CSS- Exprience - 31 months DJANGO- Exprience - 31 months HTML- Exprience - 31 months MYSQL- Exprience - 31 months PYTHON- Exprience - 31 months web services- Exprience - Less than 1 year months Logger- Exprience - Less than 1 year months Mongodb- Exprience - Less than 1 year months json- Exprience - Less than 1 year months Unix- Exprience - Less than 1 year months Rest- Exprience - Less than 1 year months Sqlit3- Exprience - Less than 1 year months,"company - Arsys inovics pvt ltd description - Project - F-MAS (Frequency Monitoring and Analysis Systems - (F-MAS)) F-MAS is a project for managing network inventory, network communication, fault management & network traffic analysis. The telecommunications service providers, are used to support a range of telecommunication services. The Operations","Name: Aditya Verma
College: Indian Institute of Science Bangalore
City: Bangalore
Employment Gap: None

Technical Skills: Languages Python Python Framework Django, DRF Databases MySQL, Oracle, Sqlite, MongoDB Web Technologies CSS, HTML, RESTful Web Services REST Methodologies Agile, Scrum Version Control Github Project Managent Tool Jira Operating Systems Window, Unix Education Details BE Dr.BAMU,Aurangabad Python Developer Python Developer - Arsys Inovics pvt ltd Skill Details CSS- Exprience - 31 months DJANGO- Exprience - 31 months HTML- Exprience - 31 months MYSQL- Exprience - 31 months PYTHON- Exprience - 31 months web services- Exprience - Less than 1 year months Logger- Exprience - Less than 1 year months Mongodb- Exprience - Less than 1 year months json- Exprience - Less than 1 year months Unix- Exprience - Less than 1 year months Rest- Exprience - Less than 1 year months Sqlit3- Exprience - Less than 1 year monthsCompany Details company - Arsys inovics pvt ltd description - Project - F-MAS (Frequency Monitoring and Analysis Systems - (F-MAS)) F-MAS is a project for managing network inventory, network communication, fault management & network traffic analysis. The telecommunications service providers, are used to support a range of telecommunication services. The Operations",B.E.,B.E.,,Unknown,"['CSS', 'DJANGO', 'HTML', 'MYSQL', 'PYTHON', 'months Logger', 'months Mongodb', 'months json', 'months Unix', 'months Rest', 'months Sqlit3']","{'CSS': 31, 'DJANGO': 31, 'HTML': 31, 'MySQL': 31, 'Python': 31, 'web services': 6, 'Logger': 6, 'Mongodb': 6, 'json': 6, 'Unix': 6, 'Rest': 6, 'Sqlit3': 6}","CSS, DJANGO, HTML, MySQL, Python, web services, Logger, Mongodb, json, Unix, Rest, Sqlit3",0,0.0,0,Unknown,none,[]
R101,Neha Kapoor,Indian Institute of Technology Delhi,1,Chennai,1,0,Data Science,"MCA YMCAUST, Faridabad, Haryana Data Science internship",Data Structure- Exprience - Less than 1 year months C- Exprience - Less than 1 year months Data Analysis- Exprience - Less than 1 year months Python- Exprience - Less than 1 year months Core Java- Exprience - Less than 1 year months Database Management- Exprience - Less than 1 year months,company - Itechpower description -,"Name: Neha Kapoor
College: Indian Institute of Technology Delhi
City: Chennai
Employment Gap: None

Education Details MCA YMCAUST, Faridabad, Haryana Data Science internship Skill Details Data Structure- Exprience - Less than 1 year months C- Exprience - Less than 1 year months Data Analysis- Exprience - Less than 1 year months Python- Exprience - Less than 1 year months Core Java- Exprience - Less than 1 year months Database Management- Exprience - Less than 1 year monthsCompany Details company - Itechpower description -",,MCA,Data Science,Data Science,"['Data Structure', 'months C', 'months Data Analysis', 'months Python', 'months Core Java', 'months Database Management']","{'Data Structure': 6, 'C': 6, 'Data Analysis': 6, 'Python': 6, 'Core Java': 6, 'Database Management': 6}","Data Structure, C, Data Analysis, Python, Core Java, Database Management",0,0.0,0,Unknown,none,[]
R102,Neha Kapoor,Indian Institute of Science Bangalore,1,Bangalore,1,0,Web Designing,"September 2015 Bachelor of Engineer Information technology Nagpur, Maharashtra Nagpur University May 2011 HSC Secondary & Higher Secondary State Board of Secondary June 2009 SSC Secondary & Higher Secondary Maharashtra State Board of Secondary Web and Graphics Designer Web and Graphics Designer - Virtuous Media Point, Pune",BOOTSTRAP- Exprience - 24 months HTML5- Exprience - 24 months JAVASCRIPT- Exprience - 24 months jQuery- Exprience - 24 months COREL DRAW- Exprience - 24 months Adobe Photoshop- Exprience - 24 months Adobe Illustrator- Exprience - 12 months CSS3- Exprience - 24 months,"company - Virtuous Media Point description - company - CNC Web World description - Internship Program: At e-sense IT Solution pvt.ltd. Nagpur as a Web Designing and Developement. * Presented in Project Competition in Innovesta 15 of Priyadarshini Indira Gandhi College of Engineering, Nagpur. * Presented in National Level","Name: Neha Kapoor
College: Indian Institute of Science Bangalore
City: Bangalore
Employment Gap: None

IT SKILLS Languages: C (Basic), JAVA (Basic) Web Technologies: HTML5, CSS3, Bootstrap, JavaScript, jQuery, Corel Draw, Photoshop, Illustrator Databases: MySQL5.0 IDE & Tools: Sublime Text, Notepad Operating Systems: Windows XP, Windows 7Education Details September 2015 Bachelor of Engineer Information technology Nagpur, Maharashtra Nagpur University May 2011 HSC Secondary & Higher Secondary State Board of Secondary June 2009 SSC Secondary & Higher Secondary Maharashtra State Board of Secondary Web and Graphics Designer Web and Graphics Designer - Virtuous Media Point, Pune Skill Details BOOTSTRAP- Exprience - 24 months HTML5- Exprience - 24 months JAVASCRIPT- Exprience - 24 months jQuery- Exprience - 24 months COREL DRAW- Exprience - 24 months Adobe Photoshop- Exprience - 24 months Adobe Illustrator- Exprience - 12 months CSS3- Exprience - 24 monthsCompany Details company - Virtuous Media Point description - company - CNC Web World description - Internship Program: At e-sense IT Solution pvt.ltd. Nagpur as a Web Designing and Developement. * Presented in Project Competition in Innovesta 15 of Priyadarshini Indira Gandhi College of Engineering, Nagpur. * Presented in National Level",,B.E.,Information Technology,Information Technology,"['BOOTSTRAP', 'HTML5', 'JAVASCRIPT', 'jQuery', 'COREL DRAW', 'Adobe Photoshop', 'Adobe Illustrator', 'CSS3']","{'Bootstrap': 24, 'HTML5': 24, 'JavaScript': 24, 'jQuery': 24, 'COREL DRAW': 24, 'Adobe Photoshop': 24, 'Adobe Illustrator': 12, 'CSS3': 24}","Bootstrap, HTML5, JavaScript, jQuery, COREL DRAW, Adobe Photoshop, Adobe Illustrator, CSS3",0,0.0,0,Unknown,none,[]
