resume_id,job_id,variant_id,proxy_type,proxy_value,base_skills_score,base_experience_score,base_education_course_score,base_projects_score,base_semantic_score,base_score,variant_skills_score,variant_experience_score,variant_education_course_score,variant_projects_score,variant_semantic_score,variant_score,score_delta
R135,JOB017,R135_CF_AGE,age,26,0.0,0.8,0.9,0.0,0.756221,0.524993,0.0,0.8,0.9,0.0,0.756221,0.524993,0.0
R135,JOB017,R135_CF_EXPERIENCE,experience,22,0.0,0.8,0.9,0.0,0.756221,0.524993,0.0,1.0,0.9,0.0,0.755285,0.571832,0.046839
R136,JOB018,R136_CF_NAME,name,Ananya Iyer,0.0,1.0,0.4,0.0,0.734007,0.47859,0.0,1.0,0.4,0.0,0.734168,0.478628,3.8e-05
R136,JOB018,R136_CF_COLLEGE,college,Indian Institute of Technology Bombay,0.0,1.0,0.4,0.0,0.734007,0.47859,0.0,1.0,0.4,0.0,0.74186,0.480438,0.001848
R136,JOB018,R136_CF_CITY,city,Delhi,0.0,1.0,0.4,0.0,0.734007,0.47859,0.0,1.0,0.4,0.0,0.735551,0.478953,0.000363
R136,JOB018,R136_CF_DEGREE,degree,LLM,0.0,1.0,0.4,0.0,0.734007,0.47859,0.0,1.0,0.0,0.0,0.734007,0.408002,-0.070588
R136,JOB018,R136_CF_COURSE,course,Computer Applications,0.0,1.0,0.4,0.0,0.734007,0.47859,0.0,1.0,0.4,0.0,0.735631,0.478972,0.000382
R136,JOB018,R136_CF_AGE,age,40,0.0,1.0,0.4,0.0,0.734007,0.47859,0.0,1.0,0.4,0.0,0.734007,0.47859,0.0
R136,JOB018,R136_CF_EXPERIENCE,experience,108,0.0,1.0,0.4,0.0,0.734007,0.47859,0.0,1.0,0.4,0.0,0.732693,0.478281,-0.000309
R137,JOB007,R137_CF_NAME,name,Ananya Iyer,0.333333,1.0,0.9,0.0,0.792418,0.698216,0.333333,1.0,0.9,0.0,0.807899,0.701859,0.003643
R137,JOB007,R137_CF_COLLEGE,college,Indian Institute of Technology Kanpur,0.333333,1.0,0.9,0.0,0.792418,0.698216,0.333333,1.0,0.9,0.0,0.797094,0.699316,0.0011
R137,JOB007,R137_CF_CITY,city,Mumbai,0.333333,1.0,0.9,0.0,0.792418,0.698216,0.333333,1.0,0.9,0.0,0.792748,0.698294,7.8e-05
R137,JOB007,R137_CF_DEGREE,degree,Diploma,0.333333,1.0,0.9,0.0,0.792418,0.698216,0.333333,1.0,0.4,0.0,0.792418,0.609981,-0.088235
R137,JOB007,R137_CF_COURSE,course,Sociology,0.333333,1.0,0.9,0.0,0.792418,0.698216,0.333333,1.0,0.5,0.0,0.79582,0.628428,-0.069788
R137,JOB007,R137_CF_AGE,age,29,0.333333,1.0,0.9,0.0,0.792418,0.698216,0.333333,1.0,0.9,0.0,0.796316,0.699133,0.000917
R137,JOB007,R137_CF_EXPERIENCE,experience,36,0.333333,1.0,0.9,0.0,0.792418,0.698216,0.333333,1.0,0.9,0.0,0.795769,0.699004,0.000788
R138,JOB012,R138_CF_NAME,name,Arjun Sharma,0.0,1.0,0.9,0.686656,0.765502,0.591099,0.0,1.0,0.9,0.686656,0.768565,0.591711,0.000612
R138,JOB012,R138_CF_COLLEGE,college,Indian Institute of Technology Roorkee,0.0,1.0,0.9,0.686656,0.765502,0.591099,0.0,1.0,0.9,0.686656,0.764748,0.590948,-0.000151
R138,JOB012,R138_CF_CITY,city,Pune,0.0,1.0,0.9,0.686656,0.765502,0.591099,0.0,1.0,0.9,0.686656,0.762349,0.590468,-0.000631
R138,JOB012,R138_CF_DEGREE,degree,M.Com,0.0,1.0,0.9,0.686656,0.765502,0.591099,0.0,1.0,0.5,0.686656,0.768213,0.531641,-0.059458
R138,JOB012,R138_CF_COURSE,course,Sociology,0.0,1.0,0.9,0.686656,0.765502,0.591099,0.0,1.0,0.4,0.686656,0.764682,0.515935,-0.075164
R138,JOB012,R138_CF_AGE,age,29,0.0,1.0,0.9,0.686656,0.765502,0.591099,0.0,1.0,0.9,0.686656,0.765502,0.591099,0.0
R138,JOB012,R138_CF_EXPERIENCE,experience,27,0.0,1.0,0.9,0.686656,0.765502,0.591099,0.0,1.0,0.9,0.686656,0.765502,0.591099,0.0
R139,JOB023,R139_CF_NAME,name,Arjun Sharma,0.0,1.0,0.4,0.0,0.766314,0.486192,0.0,1.0,0.4,0.0,0.751632,0.482737,-0.003455
R139,JOB023,R139_CF_COLLEGE,college,Indian Institute of Technology Roorkee,0.0,1.0,0.4,0.0,0.766314,0.486192,0.0,1.0,0.4,0.0,0.752185,0.482867,-0.003325
R139,JOB023,R139_CF_CITY,city,Hyderabad,0.0,1.0,0.4,0.0,0.766314,0.486192,0.0,1.0,0.4,0.0,0.767106,0.486378,0.000186
R139,JOB023,R139_CF_DEGREE,degree,B.E.,0.0,1.0,0.4,0.0,0.766314,0.486192,0.0,1.0,0.0,0.0,0.755408,0.413037,-0.073155
R139,JOB023,R139_CF_COURSE,course,Data Science,0.0,1.0,0.4,0.0,0.766314,0.486192,0.0,1.0,0.4,0.0,0.768132,0.486619,0.000427
R139,JOB023,R139_CF_AGE,age,40,0.0,1.0,0.4,0.0,0.766314,0.486192,0.0,1.0,0.4,0.0,0.763052,0.485424,-0.000768
R139,JOB023,R139_CF_EXPERIENCE,experience,84,0.0,1.0,0.4,0.0,0.766314,0.486192,0.0,1.0,0.4,0.0,0.765075,0.4859,-0.000292
R140,JOB009,R140_CF_NAME,name,Aditya Verma,0.25,1.0,0.8,0.0,0.819487,0.657526,0.25,1.0,0.8,0.0,0.818127,0.657206,-0.00032
R140,JOB009,R140_CF_COLLEGE,college,Indian Institute of Technology Guwahati,0.25,1.0,0.8,0.0,0.819487,0.657526,0.25,1.0,0.8,0.0,0.820637,0.657797,0.000271
R140,JOB009,R140_CF_CITY,city,Ahmedabad,0.25,1.0,0.8,0.0,0.819487,0.657526,0.25,1.0,0.8,0.0,0.816746,0.656881,-0.000645
R140,JOB009,R140_CF_DEGREE,degree,B.Tech,0.25,1.0,0.8,0.0,0.819487,0.657526,0.25,1.0,0.9,0.0,0.819487,0.675173,0.017647
R140,JOB009,R140_CF_COURSE,course,Science,0.25,1.0,0.8,0.0,0.819487,0.657526,0.25,1.0,0.8,0.0,0.819216,0.657463,-6.3e-05
R140,JOB009,R140_CF_AGE,age,38,0.25,1.0,0.8,0.0,0.819487,0.657526,0.25,1.0,0.8,0.0,0.819487,0.657526,0.0
R140,JOB009,R140_CF_EXPERIENCE,experience,108,0.25,1.0,0.8,0.0,0.819487,0.657526,0.25,1.0,0.8,0.0,0.819474,0.657523,-3e-06
R141,JOB010,R141_CF_NAME,name,Karan Mehta,0.0,1.0,0.4,0.0,0.817093,0.49814,0.0,1.0,0.4,0.0,0.812645,0.497093,-0.001047
R141,JOB010,R141_CF_COLLEGE,college,Indian Institute of Technology Madras,0.0,1.0,0.4,0.0,0.817093,0.49814,0.0,1.0,0.4,0.0,0.820606,0.498966,0.000826
R141,JOB010,R141_CF_CITY,city,Kolkata,0.0,1.0,0.4,0.0,0.817093,0.49814,0.0,1.0,0.4,0.0,0.818657,0.498508,0.000368
R141,JOB010,R141_CF_DEGREE,degree,B.Sc,0.0,1.0,0.4,0.0,0.817093,0.49814,0.0,1.0,0.0,0.0,0.817093,0.427551,-0.070589
R141,JOB010,R141_CF_AGE,age,34,0.0,1.0,0.4,0.0,0.817093,0.49814,0.0,1.0,0.4,0.0,0.817093,0.49814,0.0
R141,JOB010,R141_CF_EXPERIENCE,experience,72,0.0,1.0,0.4,0.0,0.817093,0.49814,0.0,1.0,0.4,0.0,0.817093,0.49814,0.0
R142,JOB010,R142_CF_NAME,name,Vikram Reddy,0.0,1.0,0.4,0.0,0.720917,0.47551,0.0,1.0,0.4,0.0,0.712643,0.473563,-0.001947
R142,JOB010,R142_CF_COLLEGE,college,Indian Institute of Science Bangalore,0.0,1.0,0.4,0.0,0.720917,0.47551,0.0,1.0,0.4,0.0,0.722298,0.475835,0.000325
R142,JOB010,R142_CF_CITY,city,Bangalore,0.0,1.0,0.4,0.0,0.720917,0.47551,0.0,1.0,0.4,0.0,0.71214,0.473445,-0.002065
R142,JOB010,R142_CF_DEGREE,degree,B.Sc,0.0,1.0,0.4,0.0,0.720917,0.47551,0.0,1.0,0.4,0.0,0.739329,0.479842,0.004332
R142,JOB010,R142_CF_COURSE,course,Biotechnology,0.0,1.0,0.4,0.0,0.720917,0.47551,0.0,1.0,0.0,0.0,0.708183,0.401925,-0.073585
R142,JOB010,R142_CF_AGE,age,36,0.0,1.0,0.4,0.0,0.720917,0.47551,0.0,1.0,0.4,0.0,0.725659,0.476626,0.001116
R142,JOB010,R142_CF_EXPERIENCE,experience,63,0.0,1.0,0.4,0.0,0.720917,0.47551,0.0,1.0,0.4,0.0,0.732674,0.478276,0.002766
R143,JOB004,R143_CF_NAME,name,Divya Rao,0.0,1.0,0.4,0.0,0.745699,0.481341,0.0,1.0,0.4,0.0,0.756833,0.483961,0.00262
R143,JOB004,R143_CF_COLLEGE,college,Indian Institute of Science Bangalore,0.0,1.0,0.4,0.0,0.745699,0.481341,0.0,1.0,0.4,0.0,0.741004,0.480236,-0.001105
R143,JOB004,R143_CF_CITY,city,Delhi,0.0,1.0,0.4,0.0,0.745699,0.481341,0.0,1.0,0.4,0.0,0.743355,0.480789,-0.000552
R143,JOB004,R143_CF_DEGREE,degree,LLB,0.0,1.0,0.4,0.0,0.745699,0.481341,0.0,1.0,0.0,0.0,0.738235,0.408997,-0.072344
R143,JOB004,R143_CF_COURSE,course,Finance,0.0,1.0,0.4,0.0,0.745699,0.481341,0.0,1.0,0.4,0.0,0.735432,0.478925,-0.002416
R143,JOB004,R143_CF_AGE,age,31,0.0,1.0,0.4,0.0,0.745699,0.481341,0.0,1.0,0.4,0.0,0.745699,0.481341,0.0
R143,JOB004,R143_CF_EXPERIENCE,experience,60,0.0,1.0,0.4,0.0,0.745699,0.481341,0.0,1.0,0.4,0.0,0.745699,0.481341,0.0
R144,JOB023,R144_CF_NAME,name,Rohan Gupta,0.0,1.0,0.0,0.0,0.78088,0.41903,0.0,1.0,0.0,0.0,0.780864,0.419027,-3e-06
R144,JOB023,R144_CF_COLLEGE,college,NIT Tiruchirappalli,0.0,1.0,0.0,0.0,0.78088,0.41903,0.0,1.0,0.0,0.0,0.776647,0.418034,-0.000996
R144,JOB023,R144_CF_CITY,city,Chennai,0.0,1.0,0.0,0.0,0.78088,0.41903,0.0,1.0,0.0,0.0,0.776452,0.417989,-0.001041
R144,JOB023,R144_CF_AGE,age,35,0.0,1.0,0.0,0.0,0.78088,0.41903,0.0,1.0,0.0,0.0,0.790245,0.421234,0.002204
R144,JOB023,R144_CF_EXPERIENCE,experience,48,0.0,1.0,0.0,0.0,0.78088,0.41903,0.0,1.0,0.0,0.0,0.783521,0.419652,0.000622
R145,JOB005,R145_CF_NAME,name,Priya Nair,0.0,1.0,0.0,0.0,0.737829,0.408901,0.0,1.0,0.0,0.0,0.736906,0.408684,-0.000217
R145,JOB005,R145_CF_COLLEGE,college,Indian Institute of Technology Bombay,0.0,1.0,0.0,0.0,0.737829,0.408901,0.0,1.0,0.0,0.0,0.738765,0.409121,0.00022
R145,JOB005,R145_CF_CITY,city,Chennai,0.0,1.0,0.0,0.0,0.737829,0.408901,0.0,1.0,0.0,0.0,0.740044,0.409422,0.000521
R145,JOB005,R145_CF_DEGREE,degree,Bachelor,0.0,1.0,0.0,0.0,0.737829,0.408901,0.0,1.0,0.0,0.0,0.736385,0.408561,-0.00034
R145,JOB005,R145_CF_COURSE,course,Computer Technology,0.0,1.0,0.0,0.0,0.737829,0.408901,0.0,1.0,0.0,0.0,0.732789,0.407715,-0.001186
R145,JOB005,R145_CF_AGE,age,41,0.0,1.0,0.0,0.0,0.737829,0.408901,0.0,1.0,0.0,0.0,0.736385,0.408561,-0.00034
R145,JOB005,R145_CF_EXPERIENCE,experience,108,0.0,1.0,0.0,0.0,0.737829,0.408901,0.0,1.0,0.0,0.0,0.736385,0.408561,-0.00034
R146,JOB025,R146_CF_NAME,name,Ananya Iyer,0.4,1.0,0.4,0.651483,0.711902,0.620103,0.4,1.0,0.4,0.651483,0.713402,0.620403,0.0003
R146,JOB025,R146_CF_COLLEGE,college,Indian Institute of Technology Kanpur,0.4,1.0,0.4,0.651483,0.711902,0.620103,0.4,1.0,0.4,0.651483,0.718656,0.621454,0.001351
R146,JOB025,R146_CF_CITY,city,Hyderabad,0.4,1.0,0.4,0.651483,0.711902,0.620103,0.4,1.0,0.4,0.651483,0.711577,0.620038,-6.5e-05
R146,JOB025,R146_CF_DEGREE,degree,MBA,0.4,1.0,0.4,0.651483,0.711902,0.620103,0.4,1.0,0.4,0.651483,0.711752,0.620073,-3e-05
R146,JOB025,R146_CF_COURSE,course,Hospitality Management,0.4,1.0,0.4,0.651483,0.711902,0.620103,0.4,1.0,0.0,0.651483,0.711902,0.560103,-0.06
R146,JOB025,R146_CF_AGE,age,39,0.4,1.0,0.4,0.651483,0.711902,0.620103,0.4,1.0,0.4,0.651483,0.711902,0.620103,0.0
R146,JOB025,R146_CF_EXPERIENCE,experience,120,0.4,1.0,0.4,0.651483,0.711902,0.620103,0.4,1.0,0.4,0.651483,0.711902,0.620103,0.0
R147,JOB007,R147_CF_NAME,name,Arjun Sharma,0.0,1.0,0.5,0.0,0.784126,0.50803,0.0,1.0,0.5,0.0,0.772542,0.505304,-0.002726
R147,JOB007,R147_CF_COLLEGE,college,BITS Pilani,0.0,1.0,0.5,0.0,0.784126,0.50803,0.0,1.0,0.5,0.0,0.782915,0.507745,-0.000285
R147,JOB007,R147_CF_CITY,city,Ahmedabad,0.0,1.0,0.5,0.0,0.784126,0.50803,0.0,1.0,0.5,0.0,0.781094,0.507316,-0.000714
R147,JOB007,R147_CF_DEGREE,degree,M.E.,0.0,1.0,0.5,0.0,0.784126,0.50803,0.0,1.0,0.0,0.0,0.781003,0.41906,-0.08897
R147,JOB007,R147_CF_COURSE,course,Marketing,0.0,1.0,0.5,0.0,0.784126,0.50803,0.0,1.0,0.5,0.0,0.78681,0.508661,0.000631
R147,JOB007,R147_CF_AGE,age,28,0.0,1.0,0.5,0.0,0.784126,0.50803,0.0,1.0,0.5,0.0,0.784126,0.50803,0.0
R147,JOB007,R147_CF_EXPERIENCE,experience,36,0.0,1.0,0.5,0.0,0.784126,0.50803,0.0,1.0,0.5,0.0,0.784126,0.50803,0.0
R148,JOB012,R148_CF_NAME,name,Arjun Sharma,0.0,0.9,0.8,0.0,0.734367,0.525733,0.0,0.9,0.8,0.0,0.747094,0.528728,0.002995
R148,JOB012,R148_CF_COLLEGE,college,Indian Institute of Technology Roorkee,0.0,0.9,0.8,0.0,0.734367,0.525733,0.0,0.9,0.8,0.0,0.749734,0.529349,0.003616
R148,JOB012,R148_CF_CITY,city,Bangalore,0.0,0.9,0.8,0.0,0.734367,0.525733,0.0,0.9,0.8,0.0,0.747466,0.528815,0.003082
R148,JOB012,R148_CF_DEGREE,degree,MCA,0.0,0.9,0.8,0.0,0.734367,0.525733,0.0,0.9,0.4,0.0,0.759911,0.461156,-0.064577
R148,JOB012,R148_CF_COURSE,course,Information Technology,0.0,0.9,0.8,0.0,0.734367,0.525733,0.0,0.9,0.4,0.0,0.749737,0.458762,-0.066971
R148,JOB012,R148_CF_AGE,age,27,0.0,0.9,0.8,0.0,0.734367,0.525733,0.0,0.9,0.8,0.0,0.742146,0.527564,0.001831
R148,JOB012,R148_CF_EXPERIENCE,experience,23,0.0,0.9,0.8,0.0,0.734367,0.525733,0.0,1.0,0.8,0.0,0.750265,0.553003,0.02727
R149,JOB022,R149_CF_NAME,name,Aditya Verma,0.0,1.0,0.4,0.0,0.858279,0.50783,0.0,1.0,0.4,0.0,0.85289,0.506562,-0.001268
R149,JOB022,R149_CF_COLLEGE,college,Indian Institute of Technology Guwahati,0.0,1.0,0.4,0.0,0.858279,0.50783,0.0,1.0,0.4,0.0,0.86508,0.509431,0.001601
R149,JOB022,R149_CF_CITY,city,Bangalore,0.0,1.0,0.4,0.0,0.858279,0.50783,0.0,1.0,0.4,0.0,0.855244,0.507116,-0.000714
R149,JOB022,R149_CF_DEGREE,degree,BCA,0.0,1.0,0.4,0.0,0.858279,0.50783,0.0,1.0,0.0,0.0,0.858279,0.437242,-0.070588
R149,JOB022,R149_CF_COURSE,course,Management,0.0,1.0,0.4,0.0,0.858279,0.50783,0.0,1.0,0.4,0.0,0.856734,0.507467,-0.000363
R149,JOB022,R149_CF_AGE,age,39,0.0,1.0,0.4,0.0,0.858279,0.50783,0.0,1.0,0.4,0.0,0.858279,0.50783,0.0
R149,JOB022,R149_CF_EXPERIENCE,experience,120,0.0,1.0,0.4,0.0,0.858279,0.50783,0.0,1.0,0.4,0.0,0.858279,0.50783,0.0
R150,JOB005,R150_CF_NAME,name,Neha Kapoor,0.25,1.0,0.0,0.0,0.700669,0.488393,0.25,1.0,0.0,0.0,0.700601,0.488377,-1.6e-05
R150,JOB005,R150_CF_COLLEGE,college,Indian Institute of Technology Guwahati,0.25,1.0,0.0,0.0,0.700669,0.488393,0.25,1.0,0.0,0.0,0.698648,0.487917,-0.000476
R150,JOB005,R150_CF_CITY,city,Delhi,0.25,1.0,0.0,0.0,0.700669,0.488393,0.25,1.0,0.0,0.0,0.693827,0.486783,-0.00161
R150,JOB005,R150_CF_DEGREE,degree,M.Tech,0.25,1.0,0.0,0.0,0.700669,0.488393,0.25,1.0,0.0,0.0,0.701386,0.488561,0.000168
R150,JOB005,R150_CF_COURSE,course,Civil Engineering,0.25,1.0,0.0,0.0,0.700669,0.488393,0.25,1.0,0.0,0.0,0.694719,0.486993,-0.0014
R150,JOB005,R150_CF_AGE,age,33,0.25,1.0,0.0,0.0,0.700669,0.488393,0.25,1.0,0.0,0.0,0.694526,0.486947,-0.001446
R150,JOB005,R150_CF_EXPERIENCE,experience,60,0.25,1.0,0.0,0.0,0.700669,0.488393,0.25,1.0,0.0,0.0,0.694526,0.486947,-0.001446
R151,JOB010,R151_CF_NAME,name,Vikram Reddy,0.2,1.0,0.0,0.0,0.693481,0.469054,0.2,1.0,0.0,0.0,0.696844,0.469846,0.000792
R151,JOB010,R151_CF_COLLEGE,college,Indian Institute of Technology Madras,0.2,1.0,0.0,0.0,0.693481,0.469054,0.2,1.0,0.0,0.0,0.693099,0.468965,-8.9e-05
R151,JOB010,R151_CF_CITY,city,Mumbai,0.2,1.0,0.0,0.0,0.693481,0.469054,0.2,1.0,0.0,0.0,0.692377,0.468795,-0.000259
R151,JOB010,R151_CF_AGE,age,37,0.2,1.0,0.0,0.0,0.693481,0.469054,0.2,1.0,0.0,0.0,0.693481,0.469054,0.0
R151,JOB010,R151_CF_EXPERIENCE,experience,108,0.2,1.0,0.0,0.0,0.693481,0.469054,0.2,1.0,0.0,0.0,0.693481,0.469054,0.0
R152,JOB010,R152_CF_NAME,name,Vikram Reddy,0.2,1.0,0.0,0.0,0.705717,0.471933,0.2,1.0,0.0,0.0,0.708603,0.472612,0.000679
R152,JOB010,R152_CF_COLLEGE,college,Indian Institute of Technology Kharagpur,0.2,1.0,0.0,0.0,0.705717,0.471933,0.2,1.0,0.0,0.0,0.702077,0.471077,-0.000856
R152,JOB010,R152_CF_CITY,city,Chennai,0.2,1.0,0.0,0.0,0.705717,0.471933,0.2,1.0,0.0,0.0,0.711094,0.473199,0.001266
R152,JOB010,R152_CF_AGE,age,37,0.2,1.0,0.0,0.0,0.705717,0.471933,0.2,1.0,0.0,0.0,0.705717,0.471933,0.0
R152,JOB010,R152_CF_EXPERIENCE,experience,108,0.2,1.0,0.0,0.0,0.705717,0.471933,0.2,1.0,0.0,0.0,0.705717,0.471933,0.0
R153,JOB022,R153_CF_NAME,name,Rohan Gupta,0.0,1.0,0.4,0.0,0.892506,0.515884,0.0,1.0,0.4,0.0,0.879972,0.512935,-0.002949
R153,JOB022,R153_CF_COLLEGE,college,NIT Tiruchirappalli,0.0,1.0,0.4,0.0,0.892506,0.515884,0.0,1.0,0.4,0.0,0.865948,0.509635,-0.006249
R153,JOB022,R153_CF_CITY,city,Pune,0.0,1.0,0.4,0.0,0.892506,0.515884,0.0,1.0,0.4,0.0,0.878952,0.512694,-0.00319
R153,JOB022,R153_CF_DEGREE,degree,LLM,0.0,1.0,0.4,0.0,0.892506,0.515884,0.0,1.0,0.0,0.0,0.889378,0.444559,-0.071325
R153,JOB022,R153_CF_COURSE,course,Mechanical Engineering,0.0,1.0,0.4,0.0,0.892506,0.515884,0.0,1.0,0.4,0.0,0.87826,0.512532,-0.003352
R153,JOB022,R153_CF_AGE,age,36,0.0,1.0,0.4,0.0,0.892506,0.515884,0.0,1.0,0.4,0.0,0.891951,0.515753,-0.000131
R153,JOB022,R153_CF_EXPERIENCE,experience,120,0.0,1.0,0.4,0.0,0.892506,0.515884,0.0,1.0,0.4,0.0,0.890633,0.515443,-0.000441
R154,JOB013,R154_CF_NAME,name,Priya Nair,0.0,1.0,0.0,0.0,0.720216,0.404757,0.0,1.0,0.0,0.0,0.713716,0.403227,-0.00153
R154,JOB013,R154_CF_COLLEGE,college,Indian Institute of Technology Bombay,0.0,1.0,0.0,0.0,0.720216,0.404757,0.0,1.0,0.0,0.0,0.722323,0.405252,0.000495
R154,JOB013,R154_CF_CITY,city,Ahmedabad,0.0,1.0,0.0,0.0,0.720216,0.404757,0.0,1.0,0.0,0.0,0.720739,0.40488,0.000123
R154,JOB013,R154_CF_DEGREE,degree,Diploma,0.0,1.0,0.0,0.0,0.720216,0.404757,0.0,1.0,0.0,0.0,0.750999,0.412,0.007243
R154,JOB013,R154_CF_COURSE,course,Commerce,0.0,1.0,0.0,0.0,0.720216,0.404757,0.0,1.0,0.4,0.0,0.74029,0.480068,0.075311
R154,JOB013,R154_CF_AGE,age,36,0.0,1.0,0.0,0.0,0.720216,0.404757,0.0,1.0,0.0,0.0,0.742545,0.410011,0.005254
R154,JOB013,R154_CF_EXPERIENCE,experience,108,0.0,1.0,0.0,0.0,0.720216,0.404757,0.0,1.0,0.0,0.0,0.742746,0.410058,0.005301
R155,JOB013,R155_CF_NAME,name,Ananya Iyer,0.0,1.0,0.5,0.0,0.713544,0.491422,0.0,1.0,0.5,0.0,0.703723,0.489111,-0.002311
R155,JOB013,R155_CF_COLLEGE,college,Indian Institute of Technology Kanpur,0.0,1.0,0.5,0.0,0.713544,0.491422,0.0,1.0,0.5,0.0,0.704471,0.489287,-0.002135
R155,JOB013,R155_CF_CITY,city,Kolkata,0.0,1.0,0.5,0.0,0.713544,0.491422,0.0,1.0,0.5,0.0,0.703756,0.489119,-0.002303
R155,JOB013,R155_CF_DEGREE,degree,M.Com,0.0,1.0,0.5,0.0,0.713544,0.491422,0.0,1.0,0.4,0.0,0.707001,0.472235,-0.019187
R155,JOB013,R155_CF_COURSE,course,Electronics & Communication,0.0,1.0,0.5,0.0,0.713544,0.491422,0.0,1.0,0.5,0.0,0.711206,0.490872,-0.00055
R155,JOB013,R155_CF_AGE,age,34,0.0,1.0,0.5,0.0,0.713544,0.491422,0.0,1.0,0.5,0.0,0.711575,0.490959,-0.000463
R155,JOB013,R155_CF_EXPERIENCE,experience,60,0.0,1.0,0.5,0.0,0.713544,0.491422,0.0,1.0,0.5,0.0,0.717934,0.492455,0.001033
R156,JOB015,R156_CF_NAME,name,Arjun Sharma,0.0,1.0,0.4,0.0,0.711816,0.473368,0.0,1.0,0.4,0.0,0.710795,0.473128,-0.00024
R156,JOB015,R156_CF_COLLEGE,college,Indian Institute of Technology Roorkee,0.0,1.0,0.4,0.0,0.711816,0.473368,0.0,1.0,0.4,0.0,0.716884,0.474561,0.001193
R156,JOB015,R156_CF_CITY,city,Delhi,0.0,1.0,0.4,0.0,0.711816,0.473368,0.0,1.0,0.4,0.0,0.710078,0.47296,-0.000408
R156,JOB015,R156_CF_DEGREE,degree,B.E.,0.0,1.0,0.4,0.0,0.711816,0.473368,0.0,1.0,0.0,0.0,0.71195,0.402812,-0.070556
R156,JOB015,R156_CF_COURSE,course,Law,0.0,1.0,0.4,0.0,0.711816,0.473368,0.0,1.0,0.4,0.0,0.712702,0.473577,0.000209
R156,JOB015,R156_CF_AGE,age,38,0.0,1.0,0.4,0.0,0.711816,0.473368,0.0,1.0,0.4,0.0,0.71195,0.4734,3.2e-05
R156,JOB015,R156_CF_EXPERIENCE,experience,144,0.0,1.0,0.4,0.0,0.711816,0.473368,0.0,1.0,0.4,0.0,0.71195,0.4734,3.2e-05
R157,JOB011,R157_CF_NAME,name,Aditya Verma,0.25,1.0,0.4,0.0,0.706629,0.560383,0.25,1.0,0.4,0.0,0.704918,0.559981,-0.000402
R157,JOB011,R157_CF_COLLEGE,college,Indian Institute of Technology Delhi,0.25,1.0,0.4,0.0,0.706629,0.560383,0.25,1.0,0.4,0.0,0.701362,0.559144,-0.001239
R157,JOB011,R157_CF_CITY,city,Mumbai,0.25,1.0,0.4,0.0,0.706629,0.560383,0.25,1.0,0.4,0.0,0.706017,0.560239,-0.000144
R157,JOB011,R157_CF_DEGREE,degree,B.Com,0.25,1.0,0.4,0.0,0.706629,0.560383,0.25,1.0,0.4,0.0,0.703155,0.559566,-0.000817
R157,JOB011,R157_CF_COURSE,course,Law,0.25,1.0,0.4,0.0,0.706629,0.560383,0.25,1.0,0.0,0.0,0.706629,0.489795,-0.070588
R157,JOB011,R157_CF_AGE,age,40,0.25,1.0,0.4,0.0,0.706629,0.560383,0.25,1.0,0.4,0.0,0.706629,0.560383,0.0
R157,JOB011,R157_CF_EXPERIENCE,experience,108,0.25,1.0,0.4,0.0,0.706629,0.560383,0.25,1.0,0.4,0.0,0.706629,0.560383,0.0
R158,JOB009,R158_CF_NAME,name,Neha Kapoor,0.25,1.0,0.8,0.0,0.820726,0.657818,0.25,1.0,0.8,0.0,0.813004,0.656001,-0.001817
R158,JOB009,R158_CF_COLLEGE,college,Indian Institute of Technology Guwahati,0.25,1.0,0.8,0.0,0.820726,0.657818,0.25,1.0,0.8,0.0,0.820945,0.657869,5.1e-05
R158,JOB009,R158_CF_CITY,city,Mumbai,0.25,1.0,0.8,0.0,0.820726,0.657818,0.25,1.0,0.8,0.0,0.821905,0.658095,0.000277
R158,JOB009,R158_CF_DEGREE,degree,B.Sc,0.25,1.0,0.8,0.0,0.820726,0.657818,0.25,1.0,0.4,0.0,0.820726,0.58723,-0.070588
R158,JOB009,R158_CF_COURSE,course,Human Resources,0.25,1.0,0.8,0.0,0.820726,0.657818,0.25,1.0,0.4,0.0,0.820352,0.587142,-0.070676
R158,JOB009,R158_CF_AGE,age,41,0.25,1.0,0.8,0.0,0.820726,0.657818,0.25,1.0,0.8,0.0,0.820726,0.657818,0.0
R158,JOB009,R158_CF_EXPERIENCE,experience,108,0.25,1.0,0.8,0.0,0.820726,0.657818,0.25,1.0,0.8,0.0,0.820768,0.657828,1e-05
R159,JOB001,R159_CF_NAME,name,Neha Kapoor,0.2,1.0,0.0,0.0,0.687167,0.467569,0.2,1.0,0.0,0.0,0.658496,0.460822,-0.006747
R159,JOB001,R159_CF_COLLEGE,college,Indian Institute of Technology Guwahati,0.2,1.0,0.0,0.0,0.687167,0.467569,0.2,1.0,0.0,0.0,0.689077,0.468018,0.000449
R159,JOB001,R159_CF_CITY,city,Pune,0.2,1.0,0.0,0.0,0.687167,0.467569,0.2,1.0,0.0,0.0,0.683822,0.466782,-0.000787
R159,JOB001,R159_CF_DEGREE,degree,B.Sc,0.2,1.0,0.0,0.0,0.687167,0.467569,0.2,1.0,0.0,0.0,0.698079,0.470136,0.002567
R159,JOB001,R159_CF_COURSE,course,Human Resources,0.2,1.0,0.0,0.0,0.687167,0.467569,0.2,1.0,0.0,0.0,0.686698,0.467458,-0.000111
