resume_id,job_id,variant_id,proxy_type,proxy_value,base_score,variant_score
R106,JOB020,R106_CF_CITY,city,Kolkata,0.409013,0.405265
R106,JOB020,R106_CF_AGE,age,41,0.409013,0.407138
R106,JOB020,R106_CF_EXPERIENCE,experience,108,0.409013,0.407046
R107,JOB013,R107_CF_NAME,name,Divya Rao,0.403713,0.398525
R107,JOB013,R107_CF_COLLEGE,college,Indian Institute of Technology Kharagpur,0.403713,0.405361
R107,JOB013,R107_CF_CITY,city,Delhi,0.403713,0.402561
R107,JOB013,R107_CF_DEGREE,degree,B.Tech,0.403713,0.408085
R107,JOB013,R107_CF_COURSE,course,Electronics,0.403713,0.404023
R107,JOB013,R107_CF_AGE,age,40,0.403713,0.406455
R107,JOB013,R107_CF_EXPERIENCE,experience,108,0.403713,0.406969
R108,JOB015,R108_CF_NAME,name,Rohan Gupta,0.423372,0.42039
R108,JOB015,R108_CF_COLLEGE,college,NIT Tiruchirappalli,0.423372,0.422577
R108,JOB015,R108_CF_CITY,city,Delhi,0.423372,0.42184
R108,JOB015,R108_CF_DEGREE,degree,B.Sc,0.423372,0.495167
R108,JOB015,R108_CF_COURSE,course,Sociology,0.423372,0.423596
R108,JOB015,R108_CF_AGE,age,38,0.423372,0.42475
R108,JOB015,R108_CF_EXPERIENCE,experience,120,0.423372,0.423963
R109,JOB019,R109_CF_NAME,name,Priya Nair,0.466478,0.465003
R109,JOB019,R109_CF_COLLEGE,college,Indian Institute of Technology Bombay,0.466478,0.46751
R109,JOB019,R109_CF_CITY,city,Chennai,0.466478,0.465476
R109,JOB019,R109_CF_DEGREE,degree,BBA,0.466478,0.466478
R109,JOB019,R109_CF_COURSE,course,Electrical Engineering,0.466478,0.466643
R109,JOB019,R109_CF_AGE,age,50,0.466478,0.466478
R109,JOB019,R109_CF_EXPERIENCE,experience,216,0.466478,0.466478
R110,JOB020,R110_CF_NAME,name,Ananya Iyer,0.552384,0.547822
R110,JOB020,R110_CF_COLLEGE,college,Indian Institute of Technology Kanpur,0.552384,0.547991
R110,JOB020,R110_CF_CITY,city,Pune,0.552384,0.549762
R110,JOB020,R110_CF_DEGREE,degree,B.A,0.552384,0.482093
R110,JOB020,R110_CF_COURSE,course,Data Science,0.552384,0.477853
R110,JOB020,R110_CF_AGE,age,38,0.552384,0.551814
R110,JOB020,R110_CF_EXPERIENCE,experience,84,0.552384,0.552494
R111,JOB014,R111_CF_NAME,name,Ishita Chopra,0.549895,0.550185
R111,JOB014,R111_CF_COLLEGE,college,BITS Pilani,0.549895,0.548697
R111,JOB014,R111_CF_CITY,city,Hyderabad,0.549895,0.549427
R111,JOB014,R111_CF_DEGREE,degree,Bachelor,0.549895,0.489895
R111,JOB014,R111_CF_AGE,age,29,0.549895,0.549895
R111,JOB014,R111_CF_EXPERIENCE,experience,60,0.549895,0.549895
R112,JOB007,R112_CF_NAME,name,Arjun Sharma,0.419171,0.418609
R112,JOB007,R112_CF_COLLEGE,college,Indian Institute of Technology Delhi,0.419171,0.419816
R112,JOB007,R112_CF_CITY,city,Ahmedabad,0.419171,0.418329
R112,JOB007,R112_CF_DEGREE,degree,MBA,0.419171,0.41828
R112,JOB007,R112_CF_COURSE,course,Economics,0.419171,0.418371
R112,JOB007,R112_CF_AGE,age,31,0.419171,0.419501
R112,JOB007,R112_CF_EXPERIENCE,experience,48,0.419171,0.419154
R113,JOB024,R113_CF_NAME,name,Aditya Verma,0.473917,0.474689
R113,JOB024,R113_CF_COLLEGE,college,Indian Institute of Technology Delhi,0.473917,0.474716
R113,JOB024,R113_CF_CITY,city,Bangalore,0.473917,0.475115
R113,JOB024,R113_CF_DEGREE,degree,M.E.,0.473917,0.403835
R113,JOB024,R113_CF_COURSE,course,Biotechnology,0.473917,0.471493
R113,JOB024,R113_CF_AGE,age,33,0.473917,0.474583
R113,JOB024,R113_CF_EXPERIENCE,experience,60,0.473917,0.474583
R114,JOB008,R114_CF_NAME,name,Neha Kapoor,0.417891,0.416623
R114,JOB008,R114_CF_COLLEGE,college,Indian Institute of Technology Madras,0.417891,0.417785
R114,JOB008,R114_CF_CITY,city,Bangalore,0.417891,0.417494
R114,JOB008,R114_CF_DEGREE,degree,MCA,0.417891,0.48848
R114,JOB008,R114_CF_AGE,age,38,0.417891,0.417891
R114,JOB008,R114_CF_EXPERIENCE,experience,72,0.417891,0.417891
R115,JOB006,R115_CF_NAME,name,Vikram Reddy,0.495344,0.498024
R115,JOB006,R115_CF_COLLEGE,college,Indian Institute of Science Bangalore,0.495344,0.499069
R115,JOB006,R115_CF_CITY,city,Mumbai,0.495344,0.496615
R115,JOB006,R115_CF_DEGREE,degree,BCA,0.495344,0.501745
R115,JOB006,R115_CF_COURSE,course,Criminology,0.495344,0.411629
R115,JOB006,R115_CF_AGE,age,34,0.495344,0.499254
R115,JOB006,R115_CF_EXPERIENCE,experience,74,0.495344,0.499801
R116,JOB021,R116_CF_NAME,name,Divya Rao,0.559483,0.564385
R116,JOB021,R116_CF_COLLEGE,college,Indian Institute of Technology Kharagpur,0.559483,0.564246
R116,JOB021,R116_CF_CITY,city,Chennai,0.559483,0.562621
R116,JOB021,R116_CF_DEGREE,degree,M.Tech,0.559483,0.565474
R116,JOB021,R116_CF_COURSE,course,Computer Technology,0.559483,0.494092
R116,JOB021,R116_CF_AGE,age,37,0.559483,0.566017
R116,JOB021,R116_CF_EXPERIENCE,experience,108,0.559483,0.564668
R117,JOB006,R117_CF_NAME,name,Rohan Gupta,0.574077,0.574255
R117,JOB006,R117_CF_COLLEGE,college,Indian Institute of Technology Kharagpur,0.574077,0.573408
R117,JOB006,R117_CF_CITY,city,Pune,0.574077,0.572131
R117,JOB006,R117_CF_COURSE,course,Hospitality Management,0.574077,0.485841
R117,JOB006,R117_CF_AGE,age,33,0.574077,0.574077
R117,JOB006,R117_CF_EXPERIENCE,experience,70,0.574077,0.574077
R118,JOB017,R118_CF_NAME,name,Priya Nair,0.57548,0.57522
R118,JOB017,R118_CF_COLLEGE,college,Indian Institute of Technology Bombay,0.57548,0.575985
R118,JOB017,R118_CF_CITY,city,Hyderabad,0.57548,0.57517
R118,JOB017,R118_CF_DEGREE,degree,B.A. LL.B.,0.57548,0.51548
R118,JOB017,R118_CF_COURSE,course,Marketing,0.57548,0.499067
R118,JOB017,R118_CF_AGE,age,27,0.57548,0.57548
R118,JOB017,R118_CF_EXPERIENCE,experience,24,0.57548,0.575529
R119,JOB014,R119_CF_NAME,name,Ananya Iyer,0.549452,0.546759
R119,JOB014,R119_CF_COLLEGE,college,Indian Institute of Technology Kanpur,0.549452,0.550341
R119,JOB014,R119_CF_CITY,city,Ahmedabad,0.549452,0.549076
R119,JOB014,R119_CF_DEGREE,degree,LLM,0.549452,0.489452
R119,JOB014,R119_CF_AGE,age,35,0.549452,0.549452
R119,JOB014,R119_CF_EXPERIENCE,experience,60,0.549452,0.549452
R120,JOB002,R120_CF_NAME,name,Ishita Chopra,0.380763,0.38041
R120,JOB002,R120_CF_COLLEGE,college,Indian Institute of Technology Roorkee,0.380763,0.38297
R120,JOB002,R120_CF_CITY,city,Kolkata,0.380763,0.382498
R120,JOB002,R120_CF_AGE,age,35,0.380763,0.383484
R120,JOB002,R120_CF_EXPERIENCE,experience,78,0.380763,0.383301
R121,JOB017,R121_CF_NAME,name,Aditya Verma,0.575573,0.575524
R121,JOB017,R121_CF_COLLEGE,college,Indian Institute of Technology Roorkee,0.575573,0.575539
R121,JOB017,R121_CF_CITY,city,Bangalore,0.575573,0.57609
R121,JOB017,R121_CF_DEGREE,degree,M.Com,0.575573,0.515573
R121,JOB017,R121_CF_COURSE,course,Civil Engineering,0.575573,0.499783
R121,JOB017,R121_CF_AGE,age,31,0.575573,0.575573
R121,JOB017,R121_CF_EXPERIENCE,experience,24,0.575573,0.575586
R122,JOB012,R122_CF_NAME,name,Neha Kapoor,0.528008,0.525229
R122,JOB012,R122_CF_COLLEGE,college,Indian Institute of Technology Delhi,0.528008,0.532225
R122,JOB012,R122_CF_CITY,city,Delhi,0.528008,0.530441
R122,JOB012,R122_CF_DEGREE,degree,B.Com,0.528008,0.462177
R122,JOB012,R122_CF_COURSE,course,Computer Science,0.528008,0.463357
R122,JOB012,R122_CF_AGE,age,28,0.528008,0.529545
R122,JOB012,R122_CF_EXPERIENCE,experience,23,0.528008,0.554897
R123,JOB008,R123_CF_NAME,name,Neha Kapoor,0.505314,0.505256
R123,JOB008,R123_CF_COLLEGE,college,Indian Institute of Technology Guwahati,0.505314,0.503727
R123,JOB008,R123_CF_CITY,city,Mumbai,0.505314,0.50515
R123,JOB008,R123_CF_AGE,age,40,0.505314,0.505314
R123,JOB008,R123_CF_EXPERIENCE,experience,120,0.505314,0.505314
R124,JOB008,R124_CF_NAME,name,Vikram Reddy,0.644283,0.644466
R124,JOB008,R124_CF_COLLEGE,college,Indian Institute of Science Bangalore,0.644283,0.64501
R124,JOB008,R124_CF_CITY,city,Chennai,0.644283,0.643829
R124,JOB008,R124_CF_DEGREE,degree,B.Sc,0.644283,0.573695
R124,JOB008,R124_CF_COURSE,course,Commerce,0.644283,0.573326
R124,JOB008,R124_CF_AGE,age,38,0.644283,0.644283
R124,JOB008,R124_CF_EXPERIENCE,experience,120,0.644283,0.644895
R125,JOB002,R125_CF_NAME,name,Divya Rao,0.555456,0.554152
R125,JOB002,R125_CF_COLLEGE,college,Indian Institute of Technology Kharagpur,0.555456,0.550296
R125,JOB002,R125_CF_CITY,city,Hyderabad,0.555456,0.553217
R125,JOB002,R125_CF_DEGREE,degree,LLB,0.555456,0.483856
R125,JOB002,R125_CF_COURSE,course,Commerce,0.555456,0.483378
R125,JOB002,R125_CF_AGE,age,36,0.555456,0.554826
R125,JOB002,R125_CF_EXPERIENCE,experience,108,0.555456,0.554118
R126,JOB001,R126_CF_NAME,name,Divya Rao,0.582748,0.577156
R126,JOB001,R126_CF_COLLEGE,college,NIT Tiruchirappalli,0.582748,0.579986
R126,JOB001,R126_CF_CITY,city,Ahmedabad,0.582748,0.581988
R126,JOB001,R126_CF_DEGREE,degree,LLB,0.582748,0.515014
R126,JOB001,R126_CF_COURSE,course,Electronics & Communication,0.582748,0.48656
R126,JOB001,R126_CF_AGE,age,39,0.582748,0.583952
R126,JOB001,R126_CF_EXPERIENCE,experience,63,0.582748,0.583948
R127,JOB004,R127_CF_NAME,name,Priya Nair,0.55901,0.557946
R127,JOB004,R127_CF_COLLEGE,college,Indian Institute of Technology Bombay,0.55901,0.559555
R127,JOB004,R127_CF_CITY,city,Kolkata,0.55901,0.559926
R127,JOB004,R127_CF_DEGREE,degree,B.A,0.55901,0.488422
R127,JOB004,R127_CF_COURSE,course,Law,0.55901,0.4879
R127,JOB004,R127_CF_AGE,age,32,0.55901,0.558967
R127,JOB004,R127_CF_EXPERIENCE,experience,60,0.55901,0.55901
R128,JOB020,R128_CF_NAME,name,Ishita Chopra,0.553358,0.549835
R128,JOB020,R128_CF_COLLEGE,college,Indian Institute of Technology Kanpur,0.553358,0.548056
R128,JOB020,R128_CF_CITY,city,Bangalore,0.553358,0.551328
R128,JOB020,R128_CF_DEGREE,degree,Bachelor,0.553358,0.483855
R128,JOB020,R128_CF_COURSE,course,Law,0.553358,0.480375
R128,JOB020,R128_CF_AGE,age,37,0.553358,0.552589
R128,JOB020,R128_CF_EXPERIENCE,experience,84,0.553358,0.553425
R129,JOB005,R129_CF_NAME,name,Ishita Chopra,0.487555,0.487209
R129,JOB005,R129_CF_COLLEGE,college,Indian Institute of Technology Roorkee,0.487555,0.487958
R129,JOB005,R129_CF_CITY,city,Delhi,0.487555,0.48734
R129,JOB005,R129_CF_DEGREE,degree,MBA,0.487555,0.576069
R129,JOB005,R129_CF_COURSE,course,Business Administration,0.487555,0.57631
R129,JOB005,R129_CF_AGE,age,33,0.487555,0.487555
R129,JOB005,R129_CF_EXPERIENCE,experience,60,0.487555,0.487555
R130,JOB025,R130_CF_NAME,name,Aditya Verma,0.531238,0.528961
R130,JOB025,R130_CF_COLLEGE,college,Indian Institute of Technology Delhi,0.531238,0.530893
R130,JOB025,R130_CF_CITY,city,Mumbai,0.531238,0.531642
R130,JOB025,R130_CF_DEGREE,degree,M.E.,0.531238,0.46065
R130,JOB025,R130_CF_COURSE,course,Operations Management,0.531238,0.46065
R130,JOB025,R130_CF_AGE,age,34,0.531238,0.531238
R130,JOB025,R130_CF_EXPERIENCE,experience,88,0.531238,0.531238
R131,JOB011,R131_CF_NAME,name,Aditya Verma,0.508346,0.513047
R131,JOB011,R131_CF_COLLEGE,college,Indian Institute of Technology Delhi,0.508346,0.507948
R131,JOB011,R131_CF_CITY,city,Pune,0.508346,0.508087
R131,JOB011,R131_CF_DEGREE,degree,MCA,0.508346,0.579025
R131,JOB011,R131_CF_COURSE,course,Electrical and Electronics Engineering,0.508346,0.512972
R131,JOB011,R131_CF_AGE,age,28,0.508346,0.508346
R131,JOB011,R131_CF_EXPERIENCE,experience,48,0.508346,0.508346
R132,JOB017,R132_CF_NAME,name,Neha Kapoor,0.559618,0.552348
R132,JOB017,R132_CF_COLLEGE,college,Indian Institute of Technology Guwahati,0.559618,0.55676
R132,JOB017,R132_CF_CITY,city,Hyderabad,0.559618,0.558309
R132,JOB017,R132_CF_DEGREE,degree,BCA,0.559618,0.493039
R132,JOB017,R132_CF_COURSE,course,Computer Engineering,0.559618,0.466376
R132,JOB017,R132_CF_AGE,age,30,0.559618,0.562053
R132,JOB017,R132_CF_EXPERIENCE,experience,24,0.559618,0.562283
R133,JOB022,R133_CF_NAME,name,Vikram Reddy,0.412682,0.41838
R133,JOB022,R133_CF_COLLEGE,college,Indian Institute of Technology Madras,0.412682,0.416101
R133,JOB022,R133_CF_CITY,city,Ahmedabad,0.412682,0.411359
R133,JOB022,R133_CF_AGE,age,35,0.412682,0.412682
R133,JOB022,R133_CF_EXPERIENCE,experience,120,0.412682,0.412682
R134,JOB008,R134_CF_NAME,name,Divya Rao,0.418866,0.417622
R134,JOB008,R134_CF_COLLEGE,college,Indian Institute of Technology Kharagpur,0.418866,0.41838
R134,JOB008,R134_CF_CITY,city,Kolkata,0.418866,0.419187
R134,JOB008,R134_CF_DEGREE,degree,M.Sc,0.418866,0.489454
R134,JOB008,R134_CF_AGE,age,34,0.418866,0.418866
R134,JOB008,R134_CF_EXPERIENCE,experience,72,0.418866,0.418866
R135,JOB017,R135_CF_NAME,name,Rohan Gupta,0.524993,0.525835
R135,JOB017,R135_CF_COLLEGE,college,NIT Tiruchirappalli,0.524993,0.524119
R135,JOB017,R135_CF_CITY,city,Bangalore,0.524993,0.525321
R135,JOB017,R135_CF_DEGREE,degree,B.A. LL.B.,0.524993,0.454405
R135,JOB017,R135_CF_COURSE,course,Electronics,0.524993,0.429736
R135,JOB017,R135_CF_AGE,age,26,0.524993,0.524993
R135,JOB017,R135_CF_EXPERIENCE,experience,22,0.524993,0.571832
R136,JOB018,R136_CF_NAME,name,Ananya Iyer,0.47859,0.478628
R136,JOB018,R136_CF_COLLEGE,college,Indian Institute of Technology Bombay,0.47859,0.480438
R136,JOB018,R136_CF_CITY,city,Delhi,0.47859,0.478953
R136,JOB018,R136_CF_DEGREE,degree,LLM,0.47859,0.408002
R136,JOB018,R136_CF_COURSE,course,Computer Applications,0.47859,0.478972
R136,JOB018,R136_CF_AGE,age,40,0.47859,0.47859
R136,JOB018,R136_CF_EXPERIENCE,experience,108,0.47859,0.478281
R137,JOB007,R137_CF_NAME,name,Ananya Iyer,0.698216,0.701859
R137,JOB007,R137_CF_COLLEGE,college,Indian Institute of Technology Kanpur,0.698216,0.699316
R137,JOB007,R137_CF_CITY,city,Mumbai,0.698216,0.698294
R137,JOB007,R137_CF_DEGREE,degree,Diploma,0.698216,0.609981
R137,JOB007,R137_CF_COURSE,course,Sociology,0.698216,0.628428
R137,JOB007,R137_CF_AGE,age,29,0.698216,0.699133
R137,JOB007,R137_CF_EXPERIENCE,experience,36,0.698216,0.699004
R138,JOB012,R138_CF_NAME,name,Arjun Sharma,0.591099,0.591711
R138,JOB012,R138_CF_COLLEGE,college,Indian Institute of Technology Roorkee,0.591099,0.590948
R138,JOB012,R138_CF_CITY,city,Pune,0.591099,0.590468
R138,JOB012,R138_CF_DEGREE,degree,M.Com,0.591099,0.531641
R138,JOB012,R138_CF_COURSE,course,Sociology,0.591099,0.515935
R138,JOB012,R138_CF_AGE,age,29,0.591099,0.591099
R138,JOB012,R138_CF_EXPERIENCE,experience,27,0.591099,0.591099
R139,JOB023,R139_CF_NAME,name,Arjun Sharma,0.486192,0.482737
R139,JOB023,R139_CF_COLLEGE,college,Indian Institute of Technology Roorkee,0.486192,0.482867
R139,JOB023,R139_CF_CITY,city,Hyderabad,0.486192,0.486378
R139,JOB023,R139_CF_DEGREE,degree,B.E.,0.486192,0.413037
R139,JOB023,R139_CF_COURSE,course,Data Science,0.486192,0.486619
R139,JOB023,R139_CF_AGE,age,40,0.486192,0.485424
R139,JOB023,R139_CF_EXPERIENCE,experience,84,0.486192,0.4859
R140,JOB009,R140_CF_NAME,name,Aditya Verma,0.657526,0.657206
R140,JOB009,R140_CF_COLLEGE,college,Indian Institute of Technology Guwahati,0.657526,0.657797
R140,JOB009,R140_CF_CITY,city,Ahmedabad,0.657526,0.656881
R140,JOB009,R140_CF_DEGREE,degree,B.Tech,0.657526,0.675173
R140,JOB009,R140_CF_COURSE,course,Science,0.657526,0.657463
R140,JOB009,R140_CF_AGE,age,38,0.657526,0.657526
R140,JOB009,R140_CF_EXPERIENCE,experience,108,0.657526,0.657523
R141,JOB010,R141_CF_NAME,name,Karan Mehta,0.49814,0.497093
R141,JOB010,R141_CF_COLLEGE,college,Indian Institute of Technology Madras,0.49814,0.498966
R141,JOB010,R141_CF_CITY,city,Kolkata,0.49814,0.498508
R141,JOB010,R141_CF_DEGREE,degree,B.Sc,0.49814,0.427551
R141,JOB010,R141_CF_AGE,age,34,0.49814,0.49814
R141,JOB010,R141_CF_EXPERIENCE,experience,72,0.49814,0.49814
R142,JOB010,R142_CF_NAME,name,Vikram Reddy,0.47551,0.473563
R142,JOB010,R142_CF_COLLEGE,college,Indian Institute of Science Bangalore,0.47551,0.475835
R142,JOB010,R142_CF_CITY,city,Bangalore,0.47551,0.473445
R142,JOB010,R142_CF_DEGREE,degree,B.Sc,0.47551,0.479842
R142,JOB010,R142_CF_COURSE,course,Biotechnology,0.47551,0.401925
R142,JOB010,R142_CF_AGE,age,36,0.47551,0.476626
R142,JOB010,R142_CF_EXPERIENCE,experience,63,0.47551,0.478276
R143,JOB004,R143_CF_NAME,name,Divya Rao,0.481341,0.483961
R143,JOB004,R143_CF_COLLEGE,college,Indian Institute of Science Bangalore,0.481341,0.480236
R143,JOB004,R143_CF_CITY,city,Delhi,0.481341,0.480789
R143,JOB004,R143_CF_DEGREE,degree,LLB,0.481341,0.408997
R143,JOB004,R143_CF_COURSE,course,Finance,0.481341,0.478925
R143,JOB004,R143_CF_AGE,age,31,0.481341,0.481341
R143,JOB004,R143_CF_EXPERIENCE,experience,60,0.481341,0.481341
R144,JOB023,R144_CF_NAME,name,Rohan Gupta,0.41903,0.419027
R144,JOB023,R144_CF_COLLEGE,college,NIT Tiruchirappalli,0.41903,0.418034
R144,JOB023,R144_CF_CITY,city,Chennai,0.41903,0.417989
R144,JOB023,R144_CF_AGE,age,35,0.41903,0.421234
R144,JOB023,R144_CF_EXPERIENCE,experience,48,0.41903,0.419652
R145,JOB005,R145_CF_NAME,name,Priya Nair,0.408901,0.408684
R145,JOB005,R145_CF_COLLEGE,college,Indian Institute of Technology Bombay,0.408901,0.409121
R145,JOB005,R145_CF_CITY,city,Chennai,0.408901,0.409422
R145,JOB005,R145_CF_DEGREE,degree,Bachelor,0.408901,0.408561
R145,JOB005,R145_CF_COURSE,course,Computer Technology,0.408901,0.407715
R145,JOB005,R145_CF_AGE,age,41,0.408901,0.408561
R145,JOB005,R145_CF_EXPERIENCE,experience,108,0.408901,0.408561
R146,JOB025,R146_CF_NAME,name,Ananya Iyer,0.620103,0.620403
R146,JOB025,R146_CF_COLLEGE,college,Indian Institute of Technology Kanpur,0.620103,0.621454
R146,JOB025,R146_CF_CITY,city,Hyderabad,0.620103,0.620038
R146,JOB025,R146_CF_DEGREE,degree,MBA,0.620103,0.620073
R146,JOB025,R146_CF_COURSE,course,Hospitality Management,0.620103,0.560103
R146,JOB025,R146_CF_AGE,age,39,0.620103,0.620103
R146,JOB025,R146_CF_EXPERIENCE,experience,120,0.620103,0.620103
R147,JOB007,R147_CF_NAME,name,Arjun Sharma,0.50803,0.505304
R147,JOB007,R147_CF_COLLEGE,college,BITS Pilani,0.50803,0.507745
R147,JOB007,R147_CF_CITY,city,Ahmedabad,0.50803,0.507316
R147,JOB007,R147_CF_DEGREE,degree,M.E.,0.50803,0.41906
R147,JOB007,R147_CF_COURSE,course,Marketing,0.50803,0.508661
R147,JOB007,R147_CF_AGE,age,28,0.50803,0.50803
R147,JOB007,R147_CF_EXPERIENCE,experience,36,0.50803,0.50803
R148,JOB012,R148_CF_NAME,name,Arjun Sharma,0.525733,0.528728
R148,JOB012,R148_CF_COLLEGE,college,Indian Institute of Technology Roorkee,0.525733,0.529349
R148,JOB012,R148_CF_CITY,city,Bangalore,0.525733,0.528815
R148,JOB012,R148_CF_DEGREE,degree,MCA,0.525733,0.461156
R148,JOB012,R148_CF_COURSE,course,Information Technology,0.525733,0.458762
R148,JOB012,R148_CF_AGE,age,27,0.525733,0.527564
R148,JOB012,R148_CF_EXPERIENCE,experience,23,0.525733,0.553003
R149,JOB022,R149_CF_NAME,name,Aditya Verma,0.50783,0.506562
R149,JOB022,R149_CF_COLLEGE,college,Indian Institute of Technology Guwahati,0.50783,0.509431
R149,JOB022,R149_CF_CITY,city,Bangalore,0.50783,0.507116
R149,JOB022,R149_CF_DEGREE,degree,BCA,0.50783,0.437242
R149,JOB022,R149_CF_COURSE,course,Management,0.50783,0.507467
R149,JOB022,R149_CF_AGE,age,39,0.50783,0.50783
R149,JOB022,R149_CF_EXPERIENCE,experience,120,0.50783,0.50783
R150,JOB005,R150_CF_NAME,name,Neha Kapoor,0.488393,0.488377
R150,JOB005,R150_CF_COLLEGE,college,Indian Institute of Technology Guwahati,0.488393,0.487917
R150,JOB005,R150_CF_CITY,city,Delhi,0.488393,0.486783
R150,JOB005,R150_CF_DEGREE,degree,M.Tech,0.488393,0.488561
R150,JOB005,R150_CF_COURSE,course,Civil Engineering,0.488393,0.486993
R150,JOB005,R150_CF_AGE,age,33,0.488393,0.486947
R150,JOB005,R150_CF_EXPERIENCE,experience,60,0.488393,0.486947
R151,JOB010,R151_CF_NAME,name,Vikram Reddy,0.469054,0.469846
R151,JOB010,R151_CF_COLLEGE,college,Indian Institute of Technology Madras,0.469054,0.468965
R151,JOB010,R151_CF_CITY,city,Mumbai,0.469054,0.468795
R151,JOB010,R151_CF_AGE,age,37,0.469054,0.469054
R151,JOB010,R151_CF_EXPERIENCE,experience,108,0.469054,0.469054
R152,JOB010,R152_CF_NAME,name,Vikram Reddy,0.471933,0.472612
R152,JOB010,R152_CF_COLLEGE,college,Indian Institute of Technology Kharagpur,0.471933,0.471077
R152,JOB010,R152_CF_CITY,city,Chennai,0.471933,0.473199
R152,JOB010,R152_CF_AGE,age,37,0.471933,0.471933
R152,JOB010,R152_CF_EXPERIENCE,experience,108,0.471933,0.471933
R153,JOB022,R153_CF_NAME,name,Rohan Gupta,0.515884,0.512935
R153,JOB022,R153_CF_COLLEGE,college,NIT Tiruchirappalli,0.515884,0.509635
R153,JOB022,R153_CF_CITY,city,Pune,0.515884,0.512694
R153,JOB022,R153_CF_DEGREE,degree,LLM,0.515884,0.444559
R153,JOB022,R153_CF_COURSE,course,Mechanical Engineering,0.515884,0.512532
R153,JOB022,R153_CF_AGE,age,36,0.515884,0.515753
R153,JOB022,R153_CF_EXPERIENCE,experience,120,0.515884,0.515443
R154,JOB013,R154_CF_NAME,name,Priya Nair,0.404757,0.403227
R154,JOB013,R154_CF_COLLEGE,college,Indian Institute of Technology Bombay,0.404757,0.405252
R154,JOB013,R154_CF_CITY,city,Ahmedabad,0.404757,0.40488
R154,JOB013,R154_CF_DEGREE,degree,Diploma,0.404757,0.412
R154,JOB013,R154_CF_COURSE,course,Commerce,0.404757,0.480068
R154,JOB013,R154_CF_AGE,age,36,0.404757,0.410011
R154,JOB013,R154_CF_EXPERIENCE,experience,108,0.404757,0.410058
R155,JOB013,R155_CF_NAME,name,Ananya Iyer,0.491422,0.489111
R155,JOB013,R155_CF_COLLEGE,college,Indian Institute of Technology Kanpur,0.491422,0.489287
R155,JOB013,R155_CF_CITY,city,Kolkata,0.491422,0.489119
R155,JOB013,R155_CF_DEGREE,degree,M.Com,0.491422,0.472235
R155,JOB013,R155_CF_COURSE,course,Electronics & Communication,0.491422,0.490872
R155,JOB013,R155_CF_AGE,age,34,0.491422,0.490959
R155,JOB013,R155_CF_EXPERIENCE,experience,60,0.491422,0.492455
R156,JOB015,R156_CF_NAME,name,Arjun Sharma,0.473368,0.473128
R156,JOB015,R156_CF_COLLEGE,college,Indian Institute of Technology Roorkee,0.473368,0.474561
R156,JOB015,R156_CF_CITY,city,Delhi,0.473368,0.47296
R156,JOB015,R156_CF_DEGREE,degree,B.E.,0.473368,0.402812
R156,JOB015,R156_CF_COURSE,course,Law,0.473368,0.473577
R156,JOB015,R156_CF_AGE,age,38,0.473368,0.4734
R156,JOB015,R156_CF_EXPERIENCE,experience,144,0.473368,0.4734
R157,JOB011,R157_CF_NAME,name,Aditya Verma,0.560383,0.559981
R157,JOB011,R157_CF_COLLEGE,college,Indian Institute of Technology Delhi,0.560383,0.559144
R157,JOB011,R157_CF_CITY,city,Mumbai,0.560383,0.560239
R157,JOB011,R157_CF_DEGREE,degree,B.Com,0.560383,0.559566
R157,JOB011,R157_CF_COURSE,course,Law,0.560383,0.489795
R157,JOB011,R157_CF_AGE,age,40,0.560383,0.560383
R157,JOB011,R157_CF_EXPERIENCE,experience,108,0.560383,0.560383
R158,JOB009,R158_CF_NAME,name,Neha Kapoor,0.657818,0.656001
R158,JOB009,R158_CF_COLLEGE,college,Indian Institute of Technology Guwahati,0.657818,0.657869
R158,JOB009,R158_CF_CITY,city,Mumbai,0.657818,0.658095
R158,JOB009,R158_CF_DEGREE,degree,B.Sc,0.657818,0.58723
R158,JOB009,R158_CF_COURSE,course,Human Resources,0.657818,0.587142
R158,JOB009,R158_CF_AGE,age,41,0.657818,0.657818
R158,JOB009,R158_CF_EXPERIENCE,experience,108,0.657818,0.657828
R159,JOB001,R159_CF_NAME,name,Neha Kapoor,0.467569,0.460822
R159,JOB001,R159_CF_COLLEGE,college,Indian Institute of Technology Guwahati,0.467569,0.468018
R159,JOB001,R159_CF_CITY,city,Pune,0.467569,0.466782
R159,JOB001,R159_CF_DEGREE,degree,B.Sc,0.467569,0.470136
R159,JOB001,R159_CF_COURSE,course,Human Resources,0.467569,0.467458
R159,JOB001,R159_CF_AGE,age,32,0.467569,0.466575
R159,JOB001,R159_CF_EXPERIENCE,experience,63,0.467569,0.468142
R160,JOB016,R160_CF_NAME,name,Karan Mehta,0.622568,0.621997
R160,JOB016,R160_CF_COLLEGE,college,Indian Institute of Science Bangalore,0.622568,0.623109
R160,JOB016,R160_CF_CITY,city,Hyderabad,0.622568,0.62325
R160,JOB016,R160_CF_DEGREE,degree,BBA,0.622568,0.551683
R160,JOB016,R160_CF_COURSE,course,Electrical and Electronics Engineering,0.622568,0.551511
R160,JOB016,R160_CF_AGE,age,35,0.622568,0.622568
R160,JOB016,R160_CF_EXPERIENCE,experience,70,0.622568,0.622568
R161,JOB011,R161_CF_NAME,name,Divya Rao,0.574578,0.575104
